s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2017-12-05-3285	pfama1.036	6	0.03999991199473122	597(89.6%)	5	4	0.02090341045170523	12	2
2017-12-05-3523	pfama1.004	53	1.0	8(100%)	1	0	1.0	8	1
2017-12-05-3527	pfama1.002	70	1.0	49041(94.3%)	1	0	1.0	49041	2
2017-12-06-3336	pfama1.005	48	1.0	8135(95.7%)	1	0	1.0	7736	1
2017-12-11-3540	pfama1.009	35	1.0	47949(77.2%)	1	0	1.0	47949	2
2017-12-11-3542	pfama1.010	34	0.1559634200866916	26315(96.7%)	4	0	0.8745507376347788	22791	2
2017-12-11-3542	pfama1.016	22	0.10091736893359224	26315(96.7%)	4	1	0.09734567079629876	2708	2
2017-12-11-3542	pfama1.001	72	0.3302757849002541	26315(96.7%)	4	2	0.015643195307041412	456	2
2017-12-11-3542	pfama1.000	89	0.4128434260794622	26315(96.7%)	4	3	0.012460396261881121	360	2
2017-12-11-3546	pfama1.009	35	0.5384613364497026	37416(74.8%)	2	0	0.8319340000000001	32438	2
