unfiltered	filtered	sample
11660	11421	2018-05-21-3808-PR2-012-A
11411	11216	2018-05-21-3808-PR2-012-B
44344	43935	2018-05-22-3523-PR2-015-A
572	132	2018-05-22-3523-PR2-015-B
26998	26712	2018-05-22-3527-PR2-015-A
38797	38377	2018-05-22-3527-PR2-015-B
35986	35478	2018-05-23-3525-PR2-015-A
158	0	2018-05-23-3525-PR2-015-B
44560	43882	2018-05-28-3393-PR2-012-A
16926	16687	2018-05-28-3393-PR2-012-B
1424	3	2018-05-28-3540-PR2-016-A
2608	4	2018-05-28-3540-PR2-016-B
31084	30537	2018-05-28-3541-PR2-015-A
35125	34597	2018-05-28-3541-PR2-015-B
1185	0	2018-05-28-3546-PR2-016-A
51132	50244	2018-05-28-3546-PR2-016-B
25776	25488	2018-05-28-3614-PR2-015-A
54097	53325	2018-05-28-3614-PR2-015-B
39097	38559	2018-05-28-3616-PR2-015-A
31721	31380	2018-05-28-3616-PR2-015-B
2164	996	2018-05-29-3575-PR2-015-A
24588	24225	2018-05-29-3575-PR2-015-B
688	0	2018-05-29-3577-PR2-016-A
46092	45292	2018-05-29-3577-PR2-016-B
428	0	2018-05-29-3579-PR2-016-A
1292	1	2018-05-29-3579-PR2-016-B
718	0	2018-05-29-3580-PR2-015-A
42942	42360	2018-05-29-3580-PR2-015-B
54098	53580	2018-05-29-3602-PR2-014-A
39085	38666	2018-05-29-3602-PR2-014-B
40924	40105	2018-05-30-3642-PR2-015-A
38430	37981	2018-05-30-3642-PR2-015-B
30508	30124	2018-06-04-3122-PR2-015-A
36550	36110	2018-06-04-3122-PR2-015-B
362	1	2018-06-04-3148-PR2-015-A
448	0	2018-06-04-3148-PR2-015-B
33220	32881	2018-06-04-3190-PR2-014-A
46324	45847	2018-06-04-3190-PR2-014-B
736	0	2018-06-04-3202-PR2-015-A
749	243	2018-06-04-3202-PR2-015-B
32365	31870	2018-06-04-3205-PR2-015-A
35224	34716	2018-06-04-3205-PR2-015-B
34520	34120	2018-06-04-3659-PR2-014-A
31808	31460	2018-06-04-3659-PR2-014-B
659	2	2018-06-04-3665-PR2-015-A
690	0	2018-06-04-3665-PR2-015-B
34450	34114	2018-06-05-3672-PR2-015-A
35212	34862	2018-06-05-3672-PR2-015-B
50434	49914	2018-06-05-3685-PR2-014-A
24588	24337	2018-06-05-3685-PR2-014-B
557	1	2018-06-05-3699-PR2-015-A
863	0	2018-06-05-3699-PR2-015-B
34276	33886	2018-06-06-3708-PR2-015-A
28285	27951	2018-06-06-3708-PR2-015-B
754	0	2018-06-06-3709-PR2-015-A
108	0	2018-06-06-3709-PR2-015-B
38344	37936	2018-06-06-3713-PR2-015-A
621	1	2018-06-06-3713-PR2-015-B
29180	28765	2018-06-06-3714-PR2-015-A
35155	34596	2018-06-06-3714-PR2-015-B
36162	35748	2018-06-06-3728-PR2-015-A
45731	45224	2018-06-06-3728-PR2-015-B
27648	27245	2018-06-07-3782-PR2-012-A
11519	11236	2018-06-07-3782-PR2-012-B
39626	39259	2018-06-11-3746-PR2-015-A
35894	35401	2018-06-11-3746-PR2-015-B
47795	47375	2018-06-11-3747-PR2-014-A
36164	35843	2018-06-11-3747-PR2-014-B
13130	12909	2018-06-11-3761-PR2-015-A
394	311	2018-06-11-3761-PR2-015-B
29179	28776	2018-06-11-3777-PR2-015-A
36440	35942	2018-06-11-3777-PR2-015-B
30923	30360	2018-06-11-3782-PR2-014-A
34627	34191	2018-06-11-3782-PR2-014-B
39425	38961	2018-06-12-3787-PR2-015-A
33983	33396	2018-06-12-3787-PR2-015-B
33812	33528	2018-06-12-3805-PR2-014-A
37702	37254	2018-06-12-3805-PR2-014-B
35203	34527	2018-06-12-3816-PR2-015-A
43625	42911	2018-06-12-3816-PR2-015-B
2703	2670	2018-06-13-3081-PR2-012-A
1694	1678	2018-06-13-3081-PR2-012-B
209	0	2018-06-13-3093-PR2-015-A
1485	2	2018-06-13-3093-PR2-015-B
28736	28384	2018-06-13-3315-PR2-015-A
29779	29392	2018-06-13-3315-PR2-015-B
40333	39745	2018-06-13-3364-PR2-014-A
34381	33871	2018-06-13-3364-PR2-014-B
308	41	2018-06-13-3467-PR2-015-A
382	0	2018-06-13-3467-PR2-015-B
238	1	2018-06-13-3505-PR2-015-A
355	0	2018-06-13-3505-PR2-015-B
267	0	2018-06-13-3506-PR2-015-A
38619	38096	2018-06-13-3506-PR2-015-B
36891	36455	2018-06-13-3510-PR2-014-A
34022	33557	2018-06-13-3510-PR2-014-B
51615	50906	2018-06-18-3164-PR2-014-A
47342	46685	2018-06-18-3164-PR2-014-B
38605	38077	2018-06-19-3046-PR2-015-A
36623	36233	2018-06-19-3046-PR2-015-B
82	81	2018-06-19-3285-PR2-012-A
32922	32359	2018-06-19-3393-PR2-015-A
496	0	2018-06-19-3393-PR2-015-B
119	1	2018-06-19-3523-PR2-015-A
109	1	2018-06-19-3523-PR2-015-B
151	0	2018-06-19-3525-PR2-015-A
194	0	2018-06-19-3525-PR2-015-B
444	1	2018-06-19-3527-PR2-015-A
41782	41320	2018-06-19-3527-PR2-015-B
40178	39197	2018-06-20-3555-PR2-012-A
51979	51038	2018-06-20-3555-PR2-012-B
830	0	2018-06-25-3429-PR2-015-A
695	1	2018-06-25-3429-PR2-015-B
35417	34927	2018-06-25-3541-PR2-015-A
34980	34492	2018-06-25-3541-PR2-015-B
40228	39656	2018-06-25-3542-PR2-015-A
35613	35128	2018-06-25-3542-PR2-015-B
249	0	2018-06-25-3546-PR2-015-A
1230	0	2018-06-25-3546-PR2-015-B
17597	17336	2018-06-25-3554-PR2-015-A
929	134	2018-06-25-3554-PR2-015-B
45637	45167	2018-06-25-3555-PR2-015-A
39227	38707	2018-06-25-3555-PR2-015-B
5213	5127	2018-06-25-3570-PR2-012-A
519	508	2018-06-25-3570-PR2-012-B
16790	16485	2018-06-25-3685-PR2-012-A
24201	23874	2018-06-25-3685-PR2-012-B
45136	44438	2018-06-26-3575-PR2-015-A
37223	36018	2018-06-26-3575-PR2-015-B
203	0	2018-06-26-3577-PR2-015-B
40960	40498	2018-06-26-3579-PR2-014-A
40780	40206	2018-06-26-3579-PR2-014-B
489	0	2018-06-26-3580-PR2-015-A
874	0	2018-06-26-3580-PR2-015-B
8244	8123	2018-06-26-3604-PR2-012-A
6291	6185	2018-06-26-3604-PR2-012-B
40485	39853	2018-06-26-3614-PR2-014-A
45792	45339	2018-06-26-3614-PR2-014-B
30577	30145	2018-06-26-3616-PR2-015-A
34068	33676	2018-06-26-3616-PR2-015-B
7966	7815	2018-06-26-3825-PR2-012-A
18614	18316	2018-06-26-3825-PR2-012-B
50669	49914	2018-06-27-3629-PR2-016-A
42860	41933	2018-06-27-3629-PR2-016-B
58420	57643	2018-06-27-3630-PR2-016-A
2357	0	2018-06-27-3630-PR2-016-B
34338	33990	2018-06-28-3642-PR2-015-A
34492	34042	2018-06-28-3642-PR2-015-B
39237	38553	2018-06-30-3046-PR2-012-A
19952	19651	2018-06-30-3046-PR2-012-B
40748	40374	2018-07-02-3122-PR2-014-A
47093	46630	2018-07-02-3122-PR2-014-B
398	0	2018-07-02-3148-PR2-015-A
394	1	2018-07-02-3148-PR2-015-B
34702	34309	2018-07-02-3190-PR2-015-A
41312	40867	2018-07-02-3190-PR2-015-B
37403	36981	2018-07-02-3202-PR2-014-A
38749	38367	2018-07-02-3202-PR2-014-B
35662	35247	2018-07-02-3205-PR2-014-A
34755	34328	2018-07-02-3205-PR2-014-B
43687	43194	2018-07-02-3659-PR2-015-A
59264	58531	2018-07-02-3659-PR2-015-B
42477	41932	2018-07-02-3825-PR2-015-A
44369	43685	2018-07-02-3825-PR2-015-B
44919	44364	2018-07-03-3672-PR2-014-A
41468	41078	2018-07-03-3672-PR2-014-B
31508	31134	2018-07-03-3685-PR2-015-A
33010	32650	2018-07-03-3685-PR2-015-B
43669	43237	2018-07-04-3708-PR2-014-A
36122	35602	2018-07-04-3708-PR2-014-B
35732	35304	2018-07-04-3713-PR2-014-A
44655	44120	2018-07-04-3713-PR2-014-B
30825	30359	2018-07-04-3714-PR2-015-A
28949	28592	2018-07-04-3714-PR2-015-B
899	2	2018-07-04-3728-PR2-016-A
1455	1	2018-07-04-3728-PR2-016-B
27891	27529	2018-07-05-3720-PR2-014-A
35440	35010	2018-07-05-3720-PR2-014-B
27247	26894	2018-07-09-3746-PR2-015-A
39466	38995	2018-07-09-3746-PR2-015-B
30439	30093	2018-07-09-3747-PR2-015-A
32274	31873	2018-07-09-3747-PR2-015-B
55622	54700	2018-07-09-3777-PR2-016-A
2052	1	2018-07-09-3777-PR2-016-B
407	0	2018-07-09-3782-PR2-016-A
977	0	2018-07-09-3782-PR2-016-B
32790	32376	2018-07-10-3785-PR2-015-A
30962	30531	2018-07-10-3785-PR2-015-B
40037	39560	2018-07-10-3787-PR2-016-A
1655	0	2018-07-10-3787-PR2-016-B
33347	32938	2018-07-10-3816-PR2-014-A
30744	30201	2018-07-10-3816-PR2-014-B
33901	33477	2018-07-10-3818-PR2-016-A
2445	0	2018-07-10-3818-PR2-016-B
24385	24082	2018-07-11-3081-PR2-012-A
13193	12995	2018-07-11-3081-PR2-012-B
35469	35040	2018-07-11-3093-PR2-015-A
30029	29660	2018-07-11-3093-PR2-015-B
533	0	2018-07-11-3095-PR2-016-A
1731	1	2018-07-11-3095-PR2-016-B
47840	47178	2018-07-11-3313-PR2-016-A
732	0	2018-07-11-3313-PR2-016-B
4628	4552	2018-07-11-3364-PR2-012-A
6599	6466	2018-07-11-3364-PR2-012-B
3521	3	2018-07-11-3444-PR2-016-A
3433	3	2018-07-11-3444-PR2-016-B
1198	2	2018-07-11-3505-PR2-016-A
1865	3	2018-07-11-3505-PR2-016-B
31412	30985	2018-07-11-3510-PR2-015-A
29488	29035	2018-07-11-3510-PR2-015-B
49659	49134	2018-07-11-3805-PR2-016-A
1406	1	2018-07-11-3805-PR2-016-B
1036	1	2018-07-11-3808-PR2-016-A
1631	2	2018-07-11-3808-PR2-016-B
30062	29763	2018-07-11-3839-PR2-014-A
30651	30300	2018-07-11-3839-PR2-014-B
6051	5978	2018-07-15-3149-PR2-012-A
37016	36601	2018-07-15-3149-PR2-012-B
37747	37174	2018-07-16-3164-PR2-014-A
43508	42805	2018-07-16-3164-PR2-014-B
449	1	2018-07-16-3511-PR2-016-A
726	0	2018-07-16-3511-PR2-016-B
49438	48721	2018-07-17-3046-PR2-016-A
1034	0	2018-07-17-3046-PR2-016-B
32835	32498	2018-07-18-3523-PR2-015-A
43721	43150	2018-07-18-3523-PR2-015-B
26456	26043	2018-07-19-3441-PR2-012-A
20312	20071	2018-07-19-3441-PR2-012-B
732	0	2018-07-19-3527-PR2-016-A
49244	48604	2018-07-19-3527-PR2-016-B
40193	39567	2018-07-23-3541-PR2-016-A
34788	34189	2018-07-23-3542-PR2-015-A
35122	34684	2018-07-23-3542-PR2-015-B
654	0	2018-07-23-3546-PR2-016-A
1010	0	2018-07-23-3546-PR2-016-B
42015	41374	2018-07-24-3575-PR2-014-A
27892	27485	2018-07-24-3575-PR2-014-B
535	1	2018-07-24-3577-PR2-016-A
31973	31597	2018-07-24-3579-PR2-015-A
40333	39721	2018-07-24-3579-PR2-015-B
40018	39547	2018-07-24-3580-PR2-015-A
41310	40751	2018-07-24-3580-PR2-015-B
30548	30167	2018-07-24-3616-PR2-015-A
32487	32148	2018-07-24-3616-PR2-015-B
1134	128	2018-07-25-3630-PR2-016-A
2332	0	2018-07-25-3630-PR2-016-B
355	0	2018-07-25-3642-PR2-016-A
547	1	2018-07-25-3642-PR2-016-B
26697	26345	2018-07-30-3122-PR2-015-A
35070	34684	2018-07-30-3122-PR2-015-B
45054	44532	2018-07-30-3149-PR2-016-A
938	1	2018-07-30-3149-PR2-016-B
1072	0	2018-07-30-3202-PR2-016-A
65022	64226	2018-07-30-3202-PR2-016-B
38530	38029	2018-07-30-3205-PR2-014-A
57391	56839	2018-07-30-3205-PR2-014-B
43227	42711	2018-07-30-3659-PR2-014-A
36439	35981	2018-07-30-3659-PR2-014-B
1996	0	2018-07-31-3685-PR2-016-A
1673	1	2018-07-31-3685-PR2-016-B
883	0	2018-08-01-3713-PR2-015-A
39951	39470	2018-08-01-3713-PR2-015-B
23151	22803	2018-08-01-3714-PR2-014-A
39336	38805	2018-08-01-3714-PR2-014-B
33415	32783	2018-08-01-3720-PR2-012-A
39186	38606	2018-08-01-3720-PR2-012-B
38335	37907	2018-08-01-3728-PR2-015-A
33893	33586	2018-08-01-3728-PR2-015-B
52951	52269	2018-08-06-3746-PR2-016-A
45246	44572	2018-08-06-3746-PR2-016-B
496	0	2018-08-06-3749-PR2-016-A
565	0	2018-08-06-3749-PR2-016-B
29479	29079	2018-08-06-3766-PR2-015-A
32978	32565	2018-08-06-3766-PR2-015-B
1037	0	2018-08-06-3777-PR2-016-A
1143	2	2018-08-06-3777-PR2-016-B
21878	20661	2018-08-07-3785-PR2-015-A
43942	43320	2018-08-07-3785-PR2-015-B
33536	33155	2018-08-07-3786-PR2-015-A
35920	35435	2018-08-07-3786-PR2-015-B
33770	33416	2018-08-07-3787-PR2-015-A
28345	28024	2018-08-07-3787-PR2-015-B
413	0	2018-08-07-3805-PR2-015-A
31915	31579	2018-08-07-3805-PR2-015-B
36502	36020	2018-08-07-3816-PR2-015-A
43246	42547	2018-08-07-3816-PR2-015-B
39837	39377	2018-08-07-3818-PR2-016-A
682	0	2018-08-07-3818-PR2-016-B
33794	33292	2018-08-08-3364-PR2-015-A
32658	32206	2018-08-08-3364-PR2-015-B
35903	35403	2018-08-08-3510-PR2-015-A
38987	38507	2018-08-08-3510-PR2-015-B
2347	2305	2018-08-14-3285-PR2-012-A
101	101	2018-08-14-3285-PR2-012-B
251	250	2018-08-14-3441-PR2-012-A
1	1	2018-08-14-3441-PR2-012-B
37662	37180	2018-08-14-3523-PR2-015-A
49749	49261	2018-08-14-3523-PR2-015-B
43339	42828	2018-08-14-3527-PR2-015-A
46622	46062	2018-08-14-3527-PR2-015-B
1450	0	2018-08-15-3021-PR2-016-A
1188	0	2018-08-15-3021-PR2-016-B
36811	36473	2018-08-20-3429-PR2-014-A
35419	35064	2018-08-20-3429-PR2-014-B
31293	30987	2018-08-20-3542-PR2-015-A
35190	34747	2018-08-20-3542-PR2-015-B
425	0	2018-08-20-3546-PR2-016-A
1433	1	2018-08-20-3546-PR2-016-B
390	123	2018-08-20-3547-PR2-016-A
676	0	2018-08-20-3547-PR2-016-B
2609	0	2018-08-20-3565-PR2-016-A
623	1	2018-08-20-3565-PR2-016-B
33303	32703	2018-08-20-3570-PR2-012-A
34926	34328	2018-08-20-3570-PR2-012-B
28575	28147	2018-08-21-3575-PR2-015-A
46681	46052	2018-08-21-3575-PR2-015-B
268	0	2018-08-21-3577-PR2-016-A
46265	45473	2018-08-21-3577-PR2-016-B
629	0	2018-08-21-3580-PR2-016-A
1234	1	2018-08-21-3580-PR2-016-B
643	0	2018-08-21-3581-PR2-016-A
392	1	2018-08-21-3581-PR2-016-B
453	0	2018-08-21-3604-PR2-016-A
791	0	2018-08-21-3604-PR2-016-B
35783	35361	2018-08-21-3614-PR2-015-A
32369	31656	2018-08-21-3614-PR2-015-B
45980	45385	2018-08-22-3629-PR2-012-A
19208	18961	2018-08-22-3629-PR2-012-B
7	7	2018-08-23-3081-PR2-012-A
25946	25655	2018-08-27-3122-PR2-015-A
28255	27935	2018-08-27-3122-PR2-015-B
3159	2	2018-08-27-3190-PR2-016-A
1219	0	2018-08-27-3190-PR2-016-B
42093	41632	2018-08-27-3202-PR2-014-A
36221	35766	2018-08-27-3202-PR2-014-B
32218	31855	2018-08-27-3659-PR2-014-A
48204	47657	2018-08-27-3659-PR2-014-B
34134	33718	2018-08-28-3672-PR2-015-A
42881	42473	2018-08-28-3672-PR2-015-B
32119	31618	2018-08-28-3699-PR2-015-A
34904	34322	2018-08-28-3699-PR2-015-B
1140	0	2018-08-29-3708-PR2-016-A
978	1	2018-08-29-3708-PR2-016-B
1124	1	2018-08-29-3713-PR2-016-A
55877	54422	2018-08-29-3713-PR2-016-B
33868	33411	2018-08-29-3714-PR2-015-A
29130	28753	2018-08-29-3714-PR2-015-B
31485	31049	2018-08-29-3720-PR2-015-A
39483	38919	2018-08-29-3720-PR2-015-B
38180	37686	2018-08-29-3728-PR2-014-A
42450	42001	2018-08-29-3728-PR2-014-B
9454	9333	ctrl-38x-7C1-10K-PR2-012-A
18364	18103	ctrl-38x-7C1-10K-PR2-012-B
1829	1803	ctrl-38x-7C1-1K-PR2-012-A
7964	7824	ctrl-38x-7C1-1K-PR2-012-B
13874	13677	ctrl-38x-7C3-10k-PR2-012-A
9744	9617	ctrl-38x-7C3-10k-PR2-012-B
1672	1653	ctrl-38x-7C3-1k-PR2-012-A
802	786	ctrl-38x-7C3-1k-PR2-012-B
13736	13508	ctrl-38x-DS6-10k-PR2-012-A
14888	14643	ctrl-38x-DS6-10k-PR2-012-B
11692	11519	ctrl-38x-DS6-1k-PR2-012-A
8691	8567	ctrl-38x-DS6-1k-PR2-012-B
33640	33190	ctrl-38x-QS5-10k-PR2-012-A
17709	17402	ctrl-38x-QS5-10k-PR2-012-B
3344	3298	ctrl-38x-QS5-1k-PR2-012-A
245	245	ctrl-38x-QS5-1k-PR2-012-B
39325	38877	ctrl-48x-7C1-10-PR2-014-A
32674	32280	ctrl-48x-7C1-10-PR2-014-B
21153	20930	ctrl-48x-7C3-10-PR2-014-A
29948	29556	ctrl-48x-7C3-10-PR2-014-B
32410	32025	ctrl-48x-DS6-10-PR2-014-A
6	0	ctrl-48x-DS6-10-PR2-014-B
38892	38479	ctrl-48x-QS5-10-PR2-014-A
48227	47631	ctrl-48x-QS5-10-PR2-014-B
24212	23838	ctrl-56x-7C1-100-PR2-015-A
21338	21033	ctrl-56x-7C1-100-PR2-015-B
50735	50188	ctrl-56x-7C1-10-PR2-016-A
47165	46547	ctrl-56x-7C1-10-PR2-016-B
26361	25991	ctrl-56x-7C3-100-PR2-015-A
23830	23532	ctrl-56x-7C3-100-PR2-015-B
31733	31395	ctrl-56x-DS6-100-PR2-015-A
25518	25066	ctrl-56x-DS6-100-PR2-015-B
82863	81859	ctrl-56x-DS6-10-PR2-016-A
64726	63859	ctrl-56x-DS6-10-PR2-016-B
23171	22835	ctrl-56x-QS5-100-PR2-015-A
21378	21097	ctrl-56x-QS5-100-PR2-015-B
37597	37033	ctrl-56x-QS5-10-PR2-016-A
37695	37162	ctrl-56x-QS5-10-PR2-016-B
4	0	neg-neg-48x-NC2-PR2-014-A
1	0	neg-neg-48x-NC2-PR2-014-B
1	0	neg-neg-48x-NC-PR2-014-A
101	98	neg-neg-48x-NC-PR2-014-B
159	1	neg-neg-56x-NC2-PR2-015-A
136	0	neg-neg-56x-NC2-PR2-015-B
73	0	neg-neg-56x-NC-PR2-015-A
355	118	neg-neg-56x-NC-PR2-015-B
677	1	neg-neg-56x-NC-PR2-016-A
1078	1	neg-neg-56x-NC-PR2-016-B
297	0	neg-neg-NC10-NC-PR2-011-b
323	0	neg-neg-NC11-NC-PR2-011-a
4013	1	neg-neg-NC12-NC-PR2-011-b
122	0	neg-neg-NC13-NC-PR2-011-a
205	0	neg-neg-NC14-NC-PR2-011-b
1277	3	neg-neg-NC1-NC-PR2-011-a
67	0	neg-neg-NC2-NC-PR2-011-b
1633	1	neg-neg-NC3-NC-PR2-011-a
1227	1	neg-neg-NC5-NC-PR2-011-a
3851	2	neg-neg-NC6-NC-PR2-011-b
656	0	neg-neg-NC7-NC-PR2-011-a
860	0	neg-neg-NC8-NC-PR2-011-b
412	1	neg-neg-NC9-NC-PR2-011-a
1030	1	neg-neg-NC-NC-PR2-010-a
252	0	neg-neg-NC-NC-PR2-010-b
