filtered	sample
26937	2018-06-12-3786-PR2-013-B
38961	2018-06-12-3787-PR2-015-A
33396	2018-06-12-3787-PR2-015-B
33528	2018-06-12-3805-PR2-014-A
37254	2018-06-12-3805-PR2-014-B
34527	2018-06-12-3816-PR2-015-A
42911	2018-06-12-3816-PR2-015-B
30947	2018-06-13-3079-PR2-013-A
26202	2018-06-13-3079-PR2-013-B
2670	2018-06-13-3081-PR2-012-A
1678	2018-06-13-3081-PR2-012-B
0	2018-06-13-3093-PR2-015-A
2	2018-06-13-3093-PR2-015-B
21500	2018-06-13-3095-PR2-013-A
24546	2018-06-13-3095-PR2-013-B
25955	2018-06-13-3096-PR2-013-A
26979	2018-06-13-3096-PR2-013-B
18739	2018-06-13-3313-PR2-013-A
24682	2018-06-13-3313-PR2-013-B
28384	2018-06-13-3315-PR2-015-A
29392	2018-06-13-3315-PR2-015-B
39745	2018-06-13-3364-PR2-014-A
33871	2018-06-13-3364-PR2-014-B
41	2018-06-13-3467-PR2-015-A
0	2018-06-13-3467-PR2-015-B
1	2018-06-13-3505-PR2-015-A
0	2018-06-13-3505-PR2-015-B
0	2018-06-13-3506-PR2-015-A
38096	2018-06-13-3506-PR2-015-B
36455	2018-06-13-3510-PR2-014-A
33557	2018-06-13-3510-PR2-014-B
50906	2018-06-18-3164-PR2-014-A
46685	2018-06-18-3164-PR2-014-B
38077	2018-06-19-3046-PR2-015-A
36233	2018-06-19-3046-PR2-015-B
81	2018-06-19-3285-PR2-012-A
32359	2018-06-19-3393-PR2-015-A
0	2018-06-19-3393-PR2-015-B
1	2018-06-19-3523-PR2-015-A
1	2018-06-19-3523-PR2-015-B
0	2018-06-19-3525-PR2-015-A
0	2018-06-19-3525-PR2-015-B
1	2018-06-19-3527-PR2-015-A
41320	2018-06-19-3527-PR2-015-B
39197	2018-06-20-3555-PR2-012-A
51038	2018-06-20-3555-PR2-012-B
28574	2018-06-20-3626-PR2-013-A
25135	2018-06-20-3626-PR2-013-B
0	2018-06-25-3429-PR2-015-A
1	2018-06-25-3429-PR2-015-B
34927	2018-06-25-3541-PR2-015-A
34492	2018-06-25-3541-PR2-015-B
39656	2018-06-25-3542-PR2-015-A
35128	2018-06-25-3542-PR2-015-B
0	2018-06-25-3546-PR2-015-A
0	2018-06-25-3546-PR2-015-B
17336	2018-06-25-3554-PR2-015-A
134	2018-06-25-3554-PR2-015-B
45167	2018-06-25-3555-PR2-015-A
38707	2018-06-25-3555-PR2-015-B
5127	2018-06-25-3570-PR2-012-A
508	2018-06-25-3570-PR2-012-B
16485	2018-06-25-3685-PR2-012-A
23874	2018-06-25-3685-PR2-012-B
44438	2018-06-26-3575-PR2-015-A
36018	2018-06-26-3575-PR2-015-B
0	2018-06-26-3577-PR2-015-B
24844	2018-06-26-3578-PR2-013-A
24186	2018-06-26-3578-PR2-013-B
40498	2018-06-26-3579-PR2-014-A
40206	2018-06-26-3579-PR2-014-B
0	2018-06-26-3580-PR2-015-A
0	2018-06-26-3580-PR2-015-B
25155	2018-06-26-3597-PR2-013-A
22967	2018-06-26-3597-PR2-013-B
16651	2018-06-26-3602-PR2-013-A
24272	2018-06-26-3602-PR2-013-B
8123	2018-06-26-3604-PR2-012-A
6185	2018-06-26-3604-PR2-012-B
39853	2018-06-26-3614-PR2-014-A
45339	2018-06-26-3614-PR2-014-B
30145	2018-06-26-3616-PR2-015-A
33676	2018-06-26-3616-PR2-015-B
7815	2018-06-26-3825-PR2-012-A
18316	2018-06-26-3825-PR2-012-B
49914	2018-06-27-3629-PR2-016-A
41933	2018-06-27-3629-PR2-016-B
57643	2018-06-27-3630-PR2-016-A
0	2018-06-27-3630-PR2-016-B
33990	2018-06-28-3642-PR2-015-A
34042	2018-06-28-3642-PR2-015-B
38553	2018-06-30-3046-PR2-012-A
19651	2018-06-30-3046-PR2-012-B
40374	2018-07-02-3122-PR2-014-A
46630	2018-07-02-3122-PR2-014-B
0	2018-07-02-3148-PR2-015-A
1	2018-07-02-3148-PR2-015-B
34309	2018-07-02-3190-PR2-015-A
40867	2018-07-02-3190-PR2-015-B
36981	2018-07-02-3202-PR2-014-A
38367	2018-07-02-3202-PR2-014-B
35247	2018-07-02-3205-PR2-014-A
34328	2018-07-02-3205-PR2-014-B
43194	2018-07-02-3659-PR2-015-A
58531	2018-07-02-3659-PR2-015-B
41932	2018-07-02-3825-PR2-015-A
43685	2018-07-02-3825-PR2-015-B
44364	2018-07-03-3672-PR2-014-A
41078	2018-07-03-3672-PR2-014-B
31134	2018-07-03-3685-PR2-015-A
32650	2018-07-03-3685-PR2-015-B
43237	2018-07-04-3708-PR2-014-A
35602	2018-07-04-3708-PR2-014-B
35304	2018-07-04-3713-PR2-014-A
44120	2018-07-04-3713-PR2-014-B
30359	2018-07-04-3714-PR2-015-A
28592	2018-07-04-3714-PR2-015-B
2	2018-07-04-3728-PR2-016-A
1	2018-07-04-3728-PR2-016-B
21112	2018-07-05-3719-PR2-013-A
19126	2018-07-05-3719-PR2-013-B
27529	2018-07-05-3720-PR2-014-A
35010	2018-07-05-3720-PR2-014-B
26894	2018-07-09-3746-PR2-015-A
38995	2018-07-09-3746-PR2-015-B
30093	2018-07-09-3747-PR2-015-A
31873	2018-07-09-3747-PR2-015-B
20222	2018-07-09-3761-PR2-013-A
22360	2018-07-09-3761-PR2-013-B
21408	2018-07-09-3766-PR2-013-A
18693	2018-07-09-3766-PR2-013-B
54700	2018-07-09-3777-PR2-016-A
1	2018-07-09-3777-PR2-016-B
0	2018-07-09-3782-PR2-016-A
0	2018-07-09-3782-PR2-016-B
32376	2018-07-10-3785-PR2-015-A
30531	2018-07-10-3785-PR2-015-B
25622	2018-07-10-3786-PR2-013-A
23066	2018-07-10-3786-PR2-013-B
39560	2018-07-10-3787-PR2-016-A
0	2018-07-10-3787-PR2-016-B
32938	2018-07-10-3816-PR2-014-A
30201	2018-07-10-3816-PR2-014-B
33477	2018-07-10-3818-PR2-016-A
0	2018-07-10-3818-PR2-016-B
26463	2018-07-11-3079-PR2-013-A
20705	2018-07-11-3079-PR2-013-B
24082	2018-07-11-3081-PR2-012-A
12995	2018-07-11-3081-PR2-012-B
35040	2018-07-11-3093-PR2-015-A
29660	2018-07-11-3093-PR2-015-B
0	2018-07-11-3095-PR2-016-A
1	2018-07-11-3095-PR2-016-B
20406	2018-07-11-3096-PR2-013-A
31921	2018-07-11-3096-PR2-013-B
47178	2018-07-11-3313-PR2-016-A
0	2018-07-11-3313-PR2-016-B
28014	2018-07-11-3315-PR2-013-A
26822	2018-07-11-3315-PR2-013-B
4552	2018-07-11-3364-PR2-012-A
6466	2018-07-11-3364-PR2-012-B
3	2018-07-11-3444-PR2-016-A
3	2018-07-11-3444-PR2-016-B
2	2018-07-11-3505-PR2-016-A
3	2018-07-11-3505-PR2-016-B
23412	2018-07-11-3506-PR2-013-A
19825	2018-07-11-3506-PR2-013-B
30985	2018-07-11-3510-PR2-015-A
29035	2018-07-11-3510-PR2-015-B
49134	2018-07-11-3805-PR2-016-A
1	2018-07-11-3805-PR2-016-B
1	2018-07-11-3808-PR2-016-A
2	2018-07-11-3808-PR2-016-B
29763	2018-07-11-3839-PR2-014-A
30300	2018-07-11-3839-PR2-014-B
5978	2018-07-15-3149-PR2-012-A
36601	2018-07-15-3149-PR2-012-B
37174	2018-07-16-3164-PR2-014-A
42805	2018-07-16-3164-PR2-014-B
1	2018-07-16-3511-PR2-016-A
0	2018-07-16-3511-PR2-016-B
48721	2018-07-17-3046-PR2-016-A
0	2018-07-17-3046-PR2-016-B
21478	2018-07-17-3285-PR2-013-A
23582	2018-07-17-3285-PR2-013-B
32498	2018-07-18-3523-PR2-015-A
43150	2018-07-18-3523-PR2-015-B
26043	2018-07-19-3441-PR2-012-A
20071	2018-07-19-3441-PR2-012-B
19894	2018-07-19-3502-PR2-013-A
28312	2018-07-19-3502-PR2-013-B
0	2018-07-19-3527-PR2-016-A
48604	2018-07-19-3527-PR2-016-B
23942	2018-07-23-3429-PR2-013-A
32355	2018-07-23-3429-PR2-013-B
39567	2018-07-23-3541-PR2-016-A
34189	2018-07-23-3542-PR2-015-A
34684	2018-07-23-3542-PR2-015-B
0	2018-07-23-3546-PR2-016-A
0	2018-07-23-3546-PR2-016-B
21173	2018-07-23-3570-PR2-013-A
24220	2018-07-23-3570-PR2-013-B
41374	2018-07-24-3575-PR2-014-A
27485	2018-07-24-3575-PR2-014-B
1	2018-07-24-3577-PR2-016-A
21895	2018-07-24-3578-PR2-013-A
20725	2018-07-24-3578-PR2-013-B
31597	2018-07-24-3579-PR2-015-A
39721	2018-07-24-3579-PR2-015-B
39547	2018-07-24-3580-PR2-015-A
40751	2018-07-24-3580-PR2-015-B
24366	2018-07-24-3598-PR2-013-A
23318	2018-07-24-3598-PR2-013-B
17055	2018-07-24-3602-PR2-013-A
26317	2018-07-24-3602-PR2-013-B
23627	2018-07-24-3604-PR2-013-A
19316	2018-07-24-3604-PR2-013-B
36328	2018-07-24-3614-PR2-013-A
26978	2018-07-24-3614-PR2-013-B
30167	2018-07-24-3616-PR2-015-A
32148	2018-07-24-3616-PR2-015-B
29437	2018-07-25-3629-PR2-013-A
26701	2018-07-25-3629-PR2-013-B
128	2018-07-25-3630-PR2-016-A
0	2018-07-25-3630-PR2-016-B
0	2018-07-25-3642-PR2-016-A
1	2018-07-25-3642-PR2-016-B
26345	2018-07-30-3122-PR2-015-A
34684	2018-07-30-3122-PR2-015-B
44532	2018-07-30-3149-PR2-016-A
1	2018-07-30-3149-PR2-016-B
26477	2018-07-30-3190-PR2-013-A
22201	2018-07-30-3190-PR2-013-B
0	2018-07-30-3202-PR2-016-A
64226	2018-07-30-3202-PR2-016-B
38029	2018-07-30-3205-PR2-014-A
56839	2018-07-30-3205-PR2-014-B
42711	2018-07-30-3659-PR2-014-A
35981	2018-07-30-3659-PR2-014-B
21559	2018-07-31-3672-PR2-013-A
28501	2018-07-31-3672-PR2-013-B
0	2018-07-31-3685-PR2-016-A
1	2018-07-31-3685-PR2-016-B
22181	2018-08-01-3708-PR2-013-A
26354	2018-08-01-3708-PR2-013-B
0	2018-08-01-3713-PR2-015-A
39470	2018-08-01-3713-PR2-015-B
22803	2018-08-01-3714-PR2-014-A
38805	2018-08-01-3714-PR2-014-B
32783	2018-08-01-3720-PR2-012-A
38606	2018-08-01-3720-PR2-012-B
37907	2018-08-01-3728-PR2-015-A
33586	2018-08-01-3728-PR2-015-B
52269	2018-08-06-3746-PR2-016-A
44572	2018-08-06-3746-PR2-016-B
0	2018-08-06-3749-PR2-016-A
0	2018-08-06-3749-PR2-016-B
29079	2018-08-06-3766-PR2-015-A
32565	2018-08-06-3766-PR2-015-B
0	2018-08-06-3777-PR2-016-A
2	2018-08-06-3777-PR2-016-B
20661	2018-08-07-3785-PR2-015-A
43320	2018-08-07-3785-PR2-015-B
33155	2018-08-07-3786-PR2-015-A
35435	2018-08-07-3786-PR2-015-B
33416	2018-08-07-3787-PR2-015-A
28024	2018-08-07-3787-PR2-015-B
0	2018-08-07-3805-PR2-015-A
31579	2018-08-07-3805-PR2-015-B
36020	2018-08-07-3816-PR2-015-A
42547	2018-08-07-3816-PR2-015-B
39377	2018-08-07-3818-PR2-016-A
0	2018-08-07-3818-PR2-016-B
22340	2018-08-07-3839-PR2-013-A
20117	2018-08-07-3839-PR2-013-B
22418	2018-08-08-3079-PR2-013-A
23602	2018-08-08-3079-PR2-013-B
19632	2018-08-08-3081-PR2-013-A
20760	2018-08-08-3081-PR2-013-B
23149	2018-08-08-3093-PR2-013-A
26090	2018-08-08-3093-PR2-013-B
22634	2018-08-08-3095-PR2-013-A
24668	2018-08-08-3095-PR2-013-B
23705	2018-08-08-3096-PR2-013-A
30216	2018-08-08-3096-PR2-013-B
29035	2018-08-08-3315-PR2-013-A
26379	2018-08-08-3315-PR2-013-B
33292	2018-08-08-3364-PR2-015-A
32206	2018-08-08-3364-PR2-015-B
31526	2018-08-08-3506-PR2-013-A
27010	2018-08-08-3506-PR2-013-B
35403	2018-08-08-3510-PR2-015-A
38507	2018-08-08-3510-PR2-015-B
21509	2018-08-13-3164-PR2-013-A
30199	2018-08-13-3164-PR2-013-B
21235	2018-08-13-3604-PR2-013-A
18681	2018-08-13-3604-PR2-013-B
2305	2018-08-14-3285-PR2-012-A
101	2018-08-14-3285-PR2-012-B
250	2018-08-14-3441-PR2-012-A
1	2018-08-14-3441-PR2-012-B
37180	2018-08-14-3523-PR2-015-A
49261	2018-08-14-3523-PR2-015-B
42828	2018-08-14-3527-PR2-015-A
46062	2018-08-14-3527-PR2-015-B
0	2018-08-15-3021-PR2-016-A
0	2018-08-15-3021-PR2-016-B
36473	2018-08-20-3429-PR2-014-A
35064	2018-08-20-3429-PR2-014-B
30987	2018-08-20-3542-PR2-015-A
34747	2018-08-20-3542-PR2-015-B
0	2018-08-20-3546-PR2-016-A
1	2018-08-20-3546-PR2-016-B
123	2018-08-20-3547-PR2-016-A
0	2018-08-20-3547-PR2-016-B
0	2018-08-20-3565-PR2-016-A
1	2018-08-20-3565-PR2-016-B
32703	2018-08-20-3570-PR2-012-A
34328	2018-08-20-3570-PR2-012-B
28147	2018-08-21-3575-PR2-015-A
46052	2018-08-21-3575-PR2-015-B
0	2018-08-21-3577-PR2-016-A
45473	2018-08-21-3577-PR2-016-B
18698	2018-08-21-3578-PR2-013-A
23704	2018-08-21-3578-PR2-013-B
0	2018-08-21-3580-PR2-016-A
1	2018-08-21-3580-PR2-016-B
0	2018-08-21-3581-PR2-016-A
1	2018-08-21-3581-PR2-016-B
23300	2018-08-21-3597-PR2-013-A
21817	2018-08-21-3597-PR2-013-B
4173	2018-08-21-3602-PR2-013-A
4313	2018-08-21-3602-PR2-013-B
0	2018-08-21-3604-PR2-016-A
0	2018-08-21-3604-PR2-016-B
35361	2018-08-21-3614-PR2-015-A
31656	2018-08-21-3614-PR2-015-B
26952	2018-08-21-3616-PR2-013-A
28786	2018-08-21-3616-PR2-013-B
45385	2018-08-22-3629-PR2-012-A
18961	2018-08-22-3629-PR2-012-B
7	2018-08-23-3081-PR2-012-A
25655	2018-08-27-3122-PR2-015-A
27935	2018-08-27-3122-PR2-015-B
2	2018-08-27-3190-PR2-016-A
0	2018-08-27-3190-PR2-016-B
41632	2018-08-27-3202-PR2-014-A
35766	2018-08-27-3202-PR2-014-B
26752	2018-08-27-3205-PR2-013-A
28524	2018-08-27-3205-PR2-013-B
31855	2018-08-27-3659-PR2-014-A
47657	2018-08-27-3659-PR2-014-B
33718	2018-08-28-3672-PR2-015-A
42473	2018-08-28-3672-PR2-015-B
31618	2018-08-28-3699-PR2-015-A
34322	2018-08-28-3699-PR2-015-B
0	2018-08-29-3708-PR2-016-A
1	2018-08-29-3708-PR2-016-B
1	2018-08-29-3713-PR2-016-A
54422	2018-08-29-3713-PR2-016-B
33411	2018-08-29-3714-PR2-015-A
28753	2018-08-29-3714-PR2-015-B
31049	2018-08-29-3720-PR2-015-A
38919	2018-08-29-3720-PR2-015-B
37686	2018-08-29-3728-PR2-014-A
42001	2018-08-29-3728-PR2-014-B
29894	2018-09-01-3769-PR2-17-A
31999	2018-09-01-3769-PR2-17-B
21867	2018-09-03-3742-PR2-17-A
22003	2018-09-03-3742-PR2-17-B
1	2018-09-03-3744-PR2-18-A
0	2018-09-03-3744-PR2-18-B
0	2018-09-03-3746-PR2-18-A
0	2018-09-03-3761-PR2-18-A
0	2018-09-03-3761-PR2-18-B
41834	2018-09-03-3764-PR2-18-A
5809	2018-09-03-3764-PR2-18-B
46730	2018-09-03-3766-PR2-18-A
3794	2018-09-03-3766-PR2-18-B
25430	2018-09-03-3769-PR2-17-A
26954	2018-09-03-3769-PR2-17-B
29891	2018-09-04-3785-PR2-17-A
31763	2018-09-04-3785-PR2-17-B
42433	2018-09-04-3786-PR2-18-A
36290	2018-09-04-3786-PR2-18-B
41105	2018-09-04-3787-PR2-18-A
37303	2018-09-04-3787-PR2-18-B
38178	2018-09-04-3805-PR2-18-A
0	2018-09-04-3805-PR2-18-B
0	2018-09-04-3816-PR2-18-A
29381	2018-09-04-3816-PR2-18-B
42671	2018-09-04-3818-PR2-18-A
9366	2018-09-04-3818-PR2-18-B
28209	2018-09-04-3839-PR2-17-A
24731	2018-09-04-3839-PR2-17-B
44914	2018-09-05-3079-PR2-18-A
0	2018-09-05-3079-PR2-18-B
17026	2018-09-05-3081-PR2-17-A
20700	2018-09-05-3081-PR2-17-B
1	2018-09-05-3093-PR2-18-A
0	2018-09-05-3093-PR2-18-B
38696	2018-09-05-3095-PR2-18-A
27415	2018-09-05-3095-PR2-18-B
22409	2018-09-05-3096-PR2-17-A
27725	2018-09-05-3096-PR2-17-B
31114	2018-09-05-3315-PR2-17-A
30832	2018-09-05-3315-PR2-17-B
40914	2018-09-05-3364-PR2-18-A
32081	2018-09-05-3364-PR2-18-B
42218	2018-09-05-3506-PR2-18-A
9575	2018-09-05-3506-PR2-18-B
42699	2018-09-05-3510-PR2-18-A
1789	2018-09-05-3510-PR2-18-B
43139	2018-09-10-3164-PR2-18-A
35235	2018-09-10-3164-PR2-18-B
25811	2018-09-11-3285-PR2-17-A
22650	2018-09-11-3285-PR2-17-B
24332	2018-09-11-3441-PR2-17-A
27553	2018-09-11-3441-PR2-17-B
0	2018-09-11-3523-PR2-18-A
241	2018-09-11-3523-PR2-18-B
40512	2018-09-11-3527-PR2-18-A
1024	2018-09-11-3527-PR2-18-B
19456	2018-09-17-3429-PR2-17-A
23059	2018-09-17-3429-PR2-17-B
50794	2018-09-17-3542-PR2-18-A
10749	2018-09-17-3542-PR2-18-B
40968	2018-09-17-3546-PR2-18-A
35468	2018-09-17-3546-PR2-18-B
36070	2018-09-17-3570-PR2-18-A
28965	2018-09-17-3570-PR2-18-B
1	2018-09-18-3575-PR2-18-A
0	2018-09-18-3575-PR2-18-B
31811	2018-09-18-3577-PR2-18-A
10228	2018-09-18-3577-PR2-18-B
20281	2018-09-18-3578-PR2-17-A
18150	2018-09-18-3578-PR2-17-B
0	2018-09-18-3579-PR2-18-A
259	2018-09-18-3579-PR2-18-B
42638	2018-09-18-3580-PR2-18-A
0	2018-09-18-3580-PR2-18-B
25055	2018-09-18-3597-PR2-17-A
27108	2018-09-18-3597-PR2-17-B
51548	2018-09-18-3602-PR2-18-A
30247	2018-09-18-3602-PR2-18-B
35496	2018-09-18-3614-PR2-18-A
36544	2018-09-18-3614-PR2-18-B
0	2018-09-18-3616-PR2-18-A
0	2018-09-18-3616-PR2-18-B
28203	2018-09-19-3629-PR2-17-A
23900	2018-09-19-3629-PR2-17-B
0	2018-09-19-3630-PR2-18-A
2	2018-09-19-3630-PR2-18-B
27720	2018-09-24-3122-PR2-18-A
30915	2018-09-24-3122-PR2-18-B
49673	2018-09-24-3190-PR2-18-A
32252	2018-09-24-3190-PR2-18-B
24935	2018-09-24-3205-PR2-17-A
24575	2018-09-24-3205-PR2-17-B
14078	2018-09-24-3659-PR2-17-A
22641	2018-09-24-3659-PR2-17-B
40063	2018-09-25-3672-PR2-18-A
0	2018-09-25-3672-PR2-18-B
1	2018-09-26-3699-PR2-18-A
0	2018-09-26-3699-PR2-18-B
42506	2018-09-26-3713-PR2-18-A
36786	2018-09-26-3713-PR2-18-B
42445	2018-09-26-3714-PR2-18-A
44077	2018-09-26-3728-PR2-18-A
38314	2018-09-26-3728-PR2-18-B
26464	2018-10-01-3441-PR2-17-A
33845	2018-10-01-3441-PR2-17-B
1	2018-10-01-3742-PR2-18-A
0	2018-10-01-3742-PR2-18-B
26306	2018-10-01-3744-PR2-17-A
22143	2018-10-01-3744-PR2-17-B
21363	2018-10-01-3766-PR2-17-A
22094	2018-10-01-3766-PR2-17-B
0	2018-10-01-3769-PR2-18-A
0	2018-10-01-3769-PR2-18-B
0	2018-10-01-3777-PR2-18-A
43956	2018-10-01-3777-PR2-18-B
43340	2018-10-02-3785-PR2-18-A
31862	2018-10-02-3785-PR2-18-B
47237	2018-10-02-3786-PR2-18-A
29941	2018-10-02-3786-PR2-18-B
0	2018-10-02-3787-PR2-18-A
26897	2018-10-02-3787-PR2-18-B
53953	2018-10-02-3816-PR2-18-A
24397	2018-10-02-3816-PR2-18-B
44072	2018-10-02-3839-PR2-18-A
0	2018-10-02-3839-PR2-18-B
0	2018-10-03-3079-PR2-18-A
0	2018-10-03-3079-PR2-18-B
45584	2018-10-03-3095-PR2-18-A
38098	2018-10-03-3095-PR2-18-B
42570	2018-10-03-3096-PR2-18-A
32461	2018-10-03-3096-PR2-18-B
50763	2018-10-03-3315-PR2-18-A
26974	2018-10-03-3315-PR2-18-B
36134	2018-10-03-3364-PR2-17-A
32673	2018-10-03-3364-PR2-17-B
25318	2018-10-03-3506-PR2-17-A
25406	2018-10-03-3506-PR2-17-B
42625	2018-10-03-3510-PR2-18-A
0	2018-10-03-3510-PR2-18-B
51811	2018-10-03-3805-PR2-18-A
29800	2018-10-03-3805-PR2-18-B
26743	2018-10-08-3164-PR2-17-A
28130	2018-10-08-3164-PR2-17-B
0	2018-10-08-3421-PR2-18-A
0	2018-10-08-3421-PR2-18-B
24562	2018-10-09-3285-PR2-17-A
23461	2018-10-09-3285-PR2-17-B
25115	2018-10-09-3441-PR2-17-A
25627	2018-10-09-3441-PR2-17-B
0	2018-10-09-3527-PR2-18-A
1	2018-10-09-3527-PR2-18-B
29054	2018-10-15-3429-PR2-18-A
27838	2018-10-15-3429-PR2-18-B
43280	2018-10-15-3542-PR2-18-A
33619	2018-10-15-3542-PR2-18-B
0	2018-10-15-3570-PR2-18-A
0	2018-10-15-3570-PR2-18-B
23802	2018-10-16-3575-PR2-17-A
22020	2018-10-16-3575-PR2-17-B
1	2018-10-16-3577-PR2-18-A
2	2018-10-16-3577-PR2-18-B
27902	2018-10-16-3578-PR2-17-A
27667	2018-10-16-3578-PR2-17-B
0	2018-10-16-3580-PR2-18-A
0	2018-10-16-3580-PR2-18-B
24452	2018-10-16-3597-PR2-17-A
22717	2018-10-16-3597-PR2-17-B
26334	2018-10-16-3602-PR2-17-A
32731	2018-10-16-3602-PR2-17-B
0	2018-10-16-3614-PR2-18-A
42319	2018-10-16-3614-PR2-18-B
44074	2018-10-16-3616-PR2-18-A
41854	2018-10-16-3616-PR2-18-B
35270	2018-10-17-3629-PR2-17-A
24529	2018-10-17-3629-PR2-17-B
41775	2018-10-22-3122-PR2-18-A
35400	2018-10-22-3122-PR2-18-B
51173	2018-10-22-3202-PR2-18-A
31767	2018-10-22-3202-PR2-18-B
44106	2018-10-22-3205-PR2-18-A
11001	2018-10-22-3205-PR2-18-B
41436	2018-10-22-3659-PR2-18-A
34228	2018-10-22-3659-PR2-18-B
0	2018-10-23-3672-PR2-18-A
0	2018-10-23-3672-PR2-18-B
0	2018-10-24-3713-PR2-18-A
32185	2018-10-24-3713-PR2-18-B
2	2018-10-24-3714-PR2-18-A
0	2018-10-24-3714-PR2-18-B
24695	2018-10-24-3728-PR2-17-A
19385	2018-10-24-3728-PR2-17-B
0	2018-10-29-3742-PR2-18-A
0	2018-10-29-3742-PR2-18-B
24388	2018-10-29-3744-PR2-17-A
20059	2018-10-29-3744-PR2-17-B
0	2018-10-29-3761-PR2-18-A
35963	2018-10-29-3766-PR2-18-A
29287	2018-10-29-3766-PR2-18-B
38328	2018-10-29-3777-PR2-18-A
50	2018-10-29-3777-PR2-18-B
22242	2018-10-30-3785-PR2-17-A
24618	2018-10-30-3785-PR2-17-B
25731	2018-10-30-3786-PR2-17-A
33370	2018-10-30-3786-PR2-17-B
10521	2018-10-30-3787-PR2-17-A
14720	2018-10-30-3787-PR2-17-B
21657	2018-10-30-3801-PR2-17-A
21995	2018-10-30-3801-PR2-17-B
0	2018-10-30-3816-PR2-18-A
0	2018-10-30-3818-PR2-18-A
0	2018-10-30-3818-PR2-18-B
34706	2018-10-30-3839-PR2-18-A
0	2018-10-30-3839-PR2-18-B
0	2018-10-31-3095-PR2-18-A
0	2018-10-31-3095-PR2-18-B
40487	2018-10-31-3096-PR2-18-A
0	2018-10-31-3096-PR2-18-B
21504	2018-10-31-3315-PR2-17-A
24220	2018-10-31-3315-PR2-17-B
885	2018-10-31-3364-PR2-18-A
3582	2018-10-31-3364-PR2-18-B
29653	2018-10-31-3506-PR2-17-A
24483	2018-10-31-3506-PR2-17-B
41765	2018-10-31-3510-PR2-18-A
35168	2018-10-31-3510-PR2-18-B
2	2018-10-31-3805-PR2-18-A
5522	2018-10-31-3805-PR2-18-B
9333	ctrl-38x-7C1-10K-PR2-012-A
18103	ctrl-38x-7C1-10K-PR2-012-B
1803	ctrl-38x-7C1-1K-PR2-012-A
7824	ctrl-38x-7C1-1K-PR2-012-B
13677	ctrl-38x-7C3-10k-PR2-012-A
9617	ctrl-38x-7C3-10k-PR2-012-B
1653	ctrl-38x-7C3-1k-PR2-012-A
786	ctrl-38x-7C3-1k-PR2-012-B
13508	ctrl-38x-DS6-10k-PR2-012-A
14643	ctrl-38x-DS6-10k-PR2-012-B
11519	ctrl-38x-DS6-1k-PR2-012-A
8567	ctrl-38x-DS6-1k-PR2-012-B
33190	ctrl-38x-QS5-10k-PR2-012-A
17402	ctrl-38x-QS5-10k-PR2-012-B
3298	ctrl-38x-QS5-1k-PR2-012-A
245	ctrl-38x-QS5-1k-PR2-012-B
16612	ctrl-48x-7C1-100-PR2-013-A
26990	ctrl-48x-7C1-100-PR2-013-B
38877	ctrl-48x-7C1-10-PR2-014-A
32280	ctrl-48x-7C1-10-PR2-014-B
27319	ctrl-48x-7C1-1k-PR2-013-A
20251	ctrl-48x-7C1-1k-PR2-013-B
22527	ctrl-48x-7C3-100-PR2-013-A
27308	ctrl-48x-7C3-100-PR2-013-B
20930	ctrl-48x-7C3-10-PR2-014-A
29556	ctrl-48x-7C3-10-PR2-014-B
33064	ctrl-48x-7C3-1k-PR2-013-A
26832	ctrl-48x-7C3-1k-PR2-013-B
29524	ctrl-48x-DS6-100-PR2-013-A
32819	ctrl-48x-DS6-100-PR2-013-B
32025	ctrl-48x-DS6-10-PR2-014-A
0	ctrl-48x-DS6-10-PR2-014-B
23583	ctrl-48x-DS6-1k-PR2-013-A
23544	ctrl-48x-DS6-1k-PR2-013-B
25039	ctrl-48x-QS5-100-PR2-013-A
23540	ctrl-48x-QS5-100-PR2-013-B
38479	ctrl-48x-QS5-10-PR2-014-A
47631	ctrl-48x-QS5-10-PR2-014-B
23239	ctrl-48x-QS5-1k-PR2-013-A
21811	ctrl-48x-QS5-1k-PR2-013-B
23838	ctrl-56x-7C1-100-PR2-015-A
21033	ctrl-56x-7C1-100-PR2-015-B
50188	ctrl-56x-7C1-10-PR2-016-A
46547	ctrl-56x-7C1-10-PR2-016-B
25991	ctrl-56x-7C3-100-PR2-015-A
23532	ctrl-56x-7C3-100-PR2-015-B
31395	ctrl-56x-DS6-100-PR2-015-A
25066	ctrl-56x-DS6-100-PR2-015-B
81859	ctrl-56x-DS6-10-PR2-016-A
63859	ctrl-56x-DS6-10-PR2-016-B
22835	ctrl-56x-QS5-100-PR2-015-A
21097	ctrl-56x-QS5-100-PR2-015-B
37033	ctrl-56x-QS5-10-PR2-016-A
37162	ctrl-56x-QS5-10-PR2-016-B
0	neg-NC-NC-NC2-PR2-17-B
0	neg-NC-NC-NC2-PR2-18-A
1	neg-NC-NC-NC2-PR2-18-B
0	neg-NC-NC-NC-PR2-17-B
0	neg-NC-NC-NC-PR2-18-A
0	neg-NC-NC-NC-PR2-18-B
0	neg-neg-48x-NC2-PR2-013-A
0	neg-neg-48x-NC2-PR2-013-B
0	neg-neg-48x-NC2-PR2-014-A
0	neg-neg-48x-NC2-PR2-014-B
0	neg-neg-48x-NC-PR2-013-A
0	neg-neg-48x-NC-PR2-013-B
0	neg-neg-48x-NC-PR2-014-A
