s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt	R1_fracChiExcluded	R2_fracChiExcluded
2018-01-09-3602	pfama1.08	31	0.0741627	28900(79.6%)	6	2	0.117716	3092	2	0.0388536	0.204704
2018-01-09-3602	pfama1.23	11	0.0263158	28900(79.6%)	6	3	0.114863	3266	2	0.0388536	0.204704
2018-01-09-3602	pfama1.03	47	0.11244	28900(79.6%)	6	4	0.0492588	1368	2	0.0388536	0.204704
2018-01-09-3602	pfama1.07	32	0.076555	28900(79.6%)	6	5	0.0391624	1364	2	0.0388536	0.204704
2018-01-09-3604	pfama1.22	12	0.0287081	91062(91.7%)	8	0	0.525094	47827	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.16	22	0.0526316	91062(91.7%)	8	1	0.217002	19969	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.12	25	0.0598086	91062(91.7%)	8	2	0.121472	10863	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.05	34	0.0813397	91062(91.7%)	8	3	0.0831409	7527	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.04	35	0.0837321	91062(91.7%)	8	4	0.0171926	1550	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.09	30	0.0717703	91062(91.7%)	8	5	0.015929	1475	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.24	11	0.0263158	91062(91.7%)	8	6	0.0125504	1173	2	0.0437187	0.0601461
2018-01-09-3604	pfama1.14	23	0.0550239	91062(91.7%)	8	7	0.00761949	678	2	0.0437187	0.0601461
2018-01-09-3614	pfama1.03	47	0.11244	48381(92.8%)	1	0	1	48381	2	0.00184465	0.00180035
2018-01-09-3616	pfama1.03	47	0.11244	57674(94.4%)	1	0	1	57674	2	0.000406463	0.00123519
2018-01-10-3627	pfama1.00	73	0.174641	198(73.3%)	1	0	1	198	2	0	0
2018-01-10-3630	pfama1.09	30	0.0717703	57146(97.3%)	1	0	1	57146	2	0.000536636	0.000463849
2018-01-10-3635	pfama1.07	32	0.076555	38643(91.7%)	2	0	0.99286	38370	2	0.00172961	0.00234126
2018-01-10-3635	pfama1.48	2	0.00478469	38643(91.7%)	2	1	0.00714007	273	2	0.00172961	0.00234126
2018-01-15-3122	pfama1.02	48	0.114833	29603(62.6%)	1	0	1	29603	2	0.00327279	0.0742965
2018-01-15-3154	pfama1.01	58	0.138756	46541(93.7%)	1	0	1	46541	2	0.000628169	0.00109513
2018-01-15-3190	pfama1.02	48	0.114833	44787(96%)	1	0	1	44787	2	0.000274725	0.000512733
2018-01-15-3658	pfama1.02	48	0.114833	42706(91.7%)	1	0	1	42706	2	0.00347272	0.000664816
2018-01-15-3659	pfama1.15	22	0.0526316	43499(91.1%)	1	0	1	43499	2	0.00168863	0.00245923
2018-01-15-3665	pfama1.03	47	0.11244	43408(91.2%)	1	0	1	43408	2	0.00117897	0.00212194
2018-01-15-3825	pfama1.01	58	0.138756	42616(91.2%)	1	0	1	42616	2	0.00161046	0.00109392
2018-01-16-3672	pfama1.15	22	0.0526316	36495(77.9%)	1	0	1	36495	2	0.0589961	0.0856196
2018-01-16-3677	pfama1.21	12	0.0287081	19352(62.2%)	5	0	0.410315	7221	2	0.268601	0.22432
2018-01-16-3677	pfama1.12	25	0.0598086	19352(62.2%)	5	1	0.371051	7845	2	0.268601	0.22432
2018-01-16-3677	pfama1.02	48	0.114833	19352(62.2%)	5	2	0.135626	2953	2	0.268601	0.22432
2018-01-16-3677	pfama1.03	47	0.11244	19352(62.2%)	5	3	0.045158	625	2	0.268601	0.22432
2018-01-16-3677	pfama1.17	20	0.0478469	19352(62.2%)	5	4	0.0378494	708	2	0.268601	0.22432
2018-01-16-3685	pfama1.33	7	0.0167464	63287(97.8%)	2	0	0.869758	55057	2	0.00917996	0.0036175
2018-01-16-3685	pfama1.34	7	0.0167464	63287(97.8%)	2	1	0.130242	8230	2	0.00917996	0.0036175
2018-01-17-3205	pfama1.31	7	0.0167464	38260(83.9%)	3	0	0.861713	32593	2	0.0516964	0.0974944
2018-01-17-3205	pfama1.32	7	0.0167464	38260(83.9%)	3	1	0.104157	4361	2	0.0516964	0.0974944
2018-01-17-3205	pfama1.01	58	0.138756	38260(83.9%)	3	2	0.03413	1306	2	0.0516964	0.0974944
2018-01-17-3709	pfama1.18	18	0.0430622	85099(90.2%)	1	0	1	85099	2	0.00259124	0.0021474
2018-01-17-3713	pfama1.25	10	0.0239234	50912(93.1%)	1	0	1	50912	2	0.00111359	0.000595659
2018-01-17-3714	pfama1.05	34	0.0813397	48075(89.4%)	2	0	0.685653	33081	2	0.0541022	0.05703
2018-01-17-3714	pfama1.14	23	0.0550239	48075(89.4%)	2	1	0.314347	14994	2	0.0541022	0.05703
2018-01-17-3723	pfama1.00	73	0.174641	3051(85.5%)	2	0	0.975493	2991	2	0.0366972	0.0104906
2018-01-17-3723	pfama1.13	25	0.0598086	3051(85.5%)	2	1	0.0245068	60	2	0.0366972	0.0104906
2018-01-22-3746	pfama1.11	27	0.0645933	33986(76.4%)	2	0	0.578035	20183	2	0.210126	0.177194
2018-01-22-3746	pfama1.03	47	0.11244	33986(76.4%)	2	1	0.421965	13803	2	0.210126	0.177194
2018-01-22-3747	pfama1.02	48	0.114833	55727(87.6%)	2	0	0.994207	55407	2	0.00151634	0.00897274
2018-01-22-3747	pfama1.67	1	0.00239234	55727(87.6%)	2	1	0.00579285	320	2	0.00151634	0.00897274
2018-01-22-3761	pfama1.07	32	0.076555	79074(95%)	1	0	1	79074	2	0.000464277	0.00101228
2018-01-22-3762	pfama1.09	30	0.0717703	76540(86.6%)	1	0	1	76540	2	0.00476471	0.00488091
2018-01-22-3766	pfama1.04	35	0.0837321	32958(79.3%)	2	0	0.609729	20054	2	0.167106	0.164015
2018-01-22-3766	pfama1.01	58	0.138756	32958(79.3%)	2	1	0.390271	12904	2	0.167106	0.164015
2018-01-22-3777	pfama1.17	20	0.0478469	61615(86.9%)	2	0	0.919676	56349	2	0.111276	0.0474119
2018-01-22-3777	pfama1.07	32	0.076555	61615(86.9%)	2	1	0.0803245	5266	2	0.111276	0.0474119
2018-01-22-3779	pfama1.00	73	0.174641	6300(90.5%)	3	0	0.976646	6153	2	0.0153212	0.0238162
2018-01-22-3779	pfama1.10	29	0.069378	6300(90.5%)	3	1	0.0127506	80	2	0.0153212	0.0238162
2018-01-22-3779	pfama1.13	25	0.0598086	6300(90.5%)	3	2	0.010603	67	2	0.0153212	0.0238162
2018-01-23-3815	pfama1.01	58	0.138756	44421(93.4%)	1	0	1	44421	2	0.00180932	0.00126491
2018-01-23-3816	pfama1.01	58	0.138756	34598(93.1%)	1	0	1	34598	2	0.00108888	0.00182401
2018-01-23-3818	pfama1.12	25	0.0598086	38930(88.9%)	1	0	1	38930	2	0.00546733	0.00321321
2018-01-24-3079	pfama1.15	22	0.0526316	42500(91%)	1	0	1	42500	2	0.00187283	0.00295963
2018-01-24-3093	pfama1.00	73	0.174641	11691(87.2%)	3	0	0.97994	11447	2	0.0155553	0.0066454
2018-01-24-3093	pfama1.13	25	0.0598086	11691(87.2%)	3	1	0.0106185	115	2	0.0155553	0.0066454
2018-01-24-3093	pfama1.56	1	0.00239234	11691(87.2%)	3	2	0.00944103	129	2	0.0155553	0.0066454
2018-01-24-3095	pfama1.07	32	0.076555	45029(94.6%)	1	0	1	45029	2	0.0000844951	0.00163125
2018-01-24-3096	pfama1.16	22	0.0526316	46788(82.2%)	4	0	0.815946	38057	2	0.0873969	0.142677
2018-01-24-3096	pfama1.06	33	0.0789474	46788(82.2%)	4	1	0.138902	6671	2	0.0873969	0.142677
2018-01-24-3096	pfama1.28	8	0.0191388	46788(82.2%)	4	2	0.0357654	1611	2	0.0873969	0.142677
2018-01-24-3096	pfama1.18	18	0.0430622	46788(82.2%)	4	3	0.00938582	449	2	0.0873969	0.142677
2018-01-24-3315	pfama1.09	30	0.0717703	40555(85.2%)	5	0	0.842868	34162	2	0.0634682	0.0907189
2018-01-24-3315	pfama1.21	12	0.0287081	40555(85.2%)	5	1	0.0854063	3337	2	0.0634682	0.0907189
2018-01-24-3315	pfama1.52	1	0.00239234	40555(85.2%)	5	2	0.030268	1214	2	0.0634682	0.0907189
2018-01-24-3315	pfama1.18	18	0.0430622	40555(85.2%)	5	3	0.0234395	1104	2	0.0634682	0.0907189
2018-01-24-3315	pfama1.06	33	0.0789474	40555(85.2%)	5	4	0.0180181	738	2	0.0634682	0.0907189
2018-01-24-3364	pfama1.20	14	0.0334928	46215(93.3%)	1	0	1	46215	2	0.00274048	0.00182097
2018-01-24-3505	pfama1.43	3	0.00717703	59652(93.6%)	1	0	1	59652	2	0.000513347	0.0016187
2018-01-24-3510	pfama1.30	7	0.0167464	58473(91.9%)	1	0	1	58473	2	0.00332724	0.00118207
2018-01-24-3785	pfama1.41	4	0.00956938	58311(87.7%)	1	0	1	58311	2	0.00268114	0.0121
2018-01-24-3786	pfama1.05	34	0.0813397	47015(89.2%)	4	0	0.898884	42224	2	0.05303	0.0556642
2018-01-24-3786	pfama1.08	31	0.0741627	47015(89.2%)	4	1	0.0779302	3686	2	0.05303	0.0556642
2018-01-24-3786	pfama1.04	35	0.0837321	47015(89.2%)	4	2	0.0140061	667	2	0.05303	0.0556642
2018-01-24-3786	pfama1.02	48	0.114833	47015(89.2%)	4	3	0.00917953	438	2	0.05303	0.0556642
2018-01-24-3787	pfama1.04	35	0.0837321	41703(92.4%)	1	0	1	41703	2	0.00176596	0.00189496
2018-01-26-3154	pfama1.01	58	0.138756	169617(98.6%)	1	0	1	169617	2	0.0000610285	0.000277343
2018-01-29-3164	pfama1.16	22	0.0526316	44103(94.6%)	2	0	0.677847	29907	2	0.00631831	0.00457094
2018-01-29-3164	pfama1.01	58	0.138756	44103(94.6%)	2	1	0.322153	14196	2	0.00631831	0.00457094
2018-01-29-3521	pfama1.01	58	0.138756	66815(90.6%)	1	0	1	66815	2	0.00205104	0.00391865
2018-01-30-3285	pfama1.02	48	0.114833	51919(95%)	4	0	0.366396	20114	2	0.00466994	0.0340882
2018-01-30-3285	pfama1.26	10	0.0239234	51919(95%)	4	1	0.272324	14045	2	0.00466994	0.0340882
2018-01-30-3285	pfama1.06	33	0.0789474	51919(95%)	4	2	0.210847	9731	2	0.00466994	0.0340882
2018-01-30-3285	pfama1.35	6	0.0143541	51919(95%)	4	3	0.150433	8029	2	0.00466994	0.0340882
2018-01-30-3523	pfama1.05	34	0.0813397	48516(90.3%)	1	0	1	48516	2	0.00271893	0.00179691
2018-01-30-3525	pfama1.17	20	0.0478469	98952(91.1%)	1	0	1	98952	2	0.00576385	0.0021809
2018-01-30-3677	pfama1.02	48	0.114833	42187(79%)	4	0	0.535554	22588	2	0.190009	0.178881
2018-01-30-3677	pfama1.21	12	0.0287081	42187(79%)	4	1	0.299668	12637	2	0.190009	0.178881
2018-01-30-3677	pfama1.03	47	0.11244	42187(79%)	4	2	0.110036	4625	2	0.190009	0.178881
2018-01-30-3677	pfama1.12	25	0.0598086	42187(79%)	4	3	0.0547423	2337	2	0.190009	0.178881
2018-02-05-3540	pfama1.06	33	0.0789474	42996(50%)	1	0	1	42996	2	0.18627	0.00216582
2018-02-05-3541	pfama1.14	23	0.0550239	86934(88.3%)	1	0	1	86934	2	0.00430122	0.00269141
2018-02-05-3542	pfama1.02	48	0.114833	54023(98.3%)	4	0	0.91367	49370	2	0.00246852	0.00399926
2018-02-05-3542	pfama1.27	9	0.0215311	54023(98.3%)	4	1	0.0494261	2662	2	0.00246852	0.00399926
2018-02-05-3542	pfama1.05	34	0.0813397	54023(98.3%)	4	2	0.0224617	1208	2	0.00246852	0.00399926
2018-02-05-3542	pfama1.06	33	0.0789474	54023(98.3%)	4	3	0.0144418	783	2	0.00246852	0.00399926
2018-02-06-3546	pfama1.00	73	0.174641	228(0.149%)	1	0	1	228	2	0.0269133	0.0330882
2018-02-06-3578	pfama1.23	11	0.0263158	39807(70.9%)	10	0	0.212171	8451	2	0.267078	0.25929
2018-02-06-3578	pfama1.11	27	0.0645933	39807(70.9%)	10	1	0.150625	6022	2	0.267078	0.25929
2018-02-06-3578	pfama1.16	22	0.0526316	39807(70.9%)	10	2	0.128526	5122	2	0.267078	0.25929
2018-02-06-3578	pfama1.25	10	0.0239234	39807(70.9%)	10	3	0.110462	4417	2	0.267078	0.25929
2018-02-06-3578	pfama1.01	58	0.138756	39807(70.9%)	10	4	0.109841	4317	2	0.267078	0.25929
2018-02-06-3578	pfama1.14	23	0.0550239	39807(70.9%)	10	5	0.0947262	3795	2	0.267078	0.25929
2018-02-06-3578	pfama1.07	32	0.076555	39807(70.9%)	10	6	0.0657459	2628	2	0.267078	0.25929
2018-02-06-3578	pfama1.15	22	0.0526316	39807(70.9%)	10	7	0.0485375	1904	2	0.267078	0.25929
2018-02-06-3578	pfama1.04	35	0.0837321	39807(70.9%)	10	8	0.0414161	1639	2	0.267078	0.25929
2018-02-06-3578	pfama1.12	25	0.0598086	39807(70.9%)	10	9	0.0379497	1512	2	0.267078	0.25929
2018-02-06-3579	pfama1.36	5	0.0119617	88143(87.6%)	1	0	1	88143	2	0.0038143	0.00429004
2018-02-06-3602	pfama1.11	27	0.0645933	37131(74%)	8	0	0.279587	10363	2	0.232919	0.222933
2018-02-06-3602	pfama1.03	47	0.11244	37131(74%)	8	1	0.257294	9629	2	0.232919	0.222933
2018-02-06-3602	pfama1.23	11	0.0263158	37131(74%)	8	2	0.161427	5989	2	0.232919	0.222933
2018-02-06-3602	pfama1.01	58	0.138756	37131(74%)	8	3	0.143616	5313	2	0.232919	0.222933
2018-02-06-3602	pfama1.08	31	0.0741627	37131(74%)	8	4	0.0865839	3149	2	0.232919	0.222933
2018-02-06-3602	pfama1.07	32	0.076555	37131(74%)	8	5	0.0360221	1353	2	0.232919	0.222933
2018-02-06-3602	pfama1.26	10	0.0239234	37131(74%)	8	6	0.022614	861	2	0.232919	0.222933
2018-02-06-3602	pfama1.22	12	0.0287081	37131(74%)	8	7	0.0128571	474	2	0.232919	0.222933
2018-02-06-3614	pfama1.03	47	0.11244	250826(65.3%)	3	0	0.727784	180032	2	0.237891	0.181798
2018-02-06-3614	pfama1.44	3	0.00717703	250826(65.3%)	3	1	0.243109	64258	2	0.237891	0.181798
2018-02-06-3614	pfama1.53	1	0.00239234	250826(65.3%)	3	2	0.0291076	6536	2	0.237891	0.181798
2018-02-06-3616	pfama1.03	47	0.11244	42882(91.2%)	1	0	1	42882	2	0.00247818	0.00200211
2018-02-06-3617	pfama1.04	35	0.0837321	93367(93%)	15	0	0.179777	16713	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.09	30	0.0717703	93367(93%)	15	1	0.134711	12546	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.18	18	0.0430622	93367(93%)	15	2	0.132084	12293	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.03	47	0.11244	93367(93%)	15	3	0.129546	12103	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.01	58	0.138756	93367(93%)	15	4	0.103401	9660	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.22	12	0.0287081	93367(93%)	15	5	0.0574943	5404	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.45	2	0.00478469	93367(93%)	15	6	0.0494837	4590	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.02	48	0.114833	93367(93%)	15	7	0.0449453	4215	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.06	33	0.0789474	93367(93%)	15	8	0.042346	3928	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.16	22	0.0526316	93367(93%)	15	9	0.0281813	2708	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.11	27	0.0645933	93367(93%)	15	10	0.0235414	2199	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.12	25	0.0598086	93367(93%)	15	11	0.0234602	2218	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.38	5	0.0119617	93367(93%)	15	12	0.0199753	1850	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.24	11	0.0263158	93367(93%)	15	13	0.0165615	1559	2	0.0498778	0.0519077
2018-02-06-3617	pfama1.05	34	0.0813397	93367(93%)	15	14	0.0144923	1381	2	0.0498778	0.0519077
2018-02-07-3630	pfama1.09	30	0.0717703	39499(89%)	1	0	1	39499	2	0.00336873	0.00249228
2018-02-07-3635	pfama1.07	32	0.076555	119599(98.6%)	1	0	1	119599	2	0.000113048	8.79031e-05
2018-02-12-3122	pfama1.02	48	0.114833	68186(88.7%)	1	0	1	68186	2	0.00443036	0.00375312
2018-02-12-3148	pfama1.00	73	0.174641	221(92.1%)	1	0	1	221	2	0	0
2018-02-12-3154	pfama1.00	73	0.174641	3399(14.9%)	1	0	1	3399	2	0.0112366	0.0202876
2018-02-12-3190	pfama1.02	48	0.114833	69663(95.9%)	1	0	1	69663	2	0.000951604	0.000111517
2018-02-12-3202	pfama1.31	7	0.0167464	41677(92.6%)	1	0	1	41677	2	0.00126951	0.00168615
2018-02-12-3205	pfama1.31	7	0.0167464	38162(83.9%)	3	0	0.836174	32082	2	0.109748	0.0770975
2018-02-12-3205	pfama1.32	7	0.0167464	38162(83.9%)	3	1	0.127392	4711	2	0.109748	0.0770975
2018-02-12-3205	pfama1.01	58	0.138756	38162(83.9%)	3	2	0.0364344	1369	2	0.109748	0.0770975
2018-02-12-3659	pfama1.19	15	0.0358852	52443(97.3%)	2	0	0.980631	51467	2	0.00148622	0.00130668
2018-02-12-3659	pfama1.33	7	0.0167464	52443(97.3%)	2	1	0.0193692	976	2	0.00148622	0.00130668
2018-02-12-3665	pfama1.03	47	0.11244	62419(94.5%)	1	0	1	62419	2	0.000526793	0.00043872
2018-02-13-3672	pfama1.04	35	0.0837321	67010(77.2%)	2	0	0.849683	55366	2	0.0295552	0.0554411
2018-02-13-3672	pfama1.27	9	0.0215311	67010(77.2%)	2	1	0.150317	11644	2	0.0295552	0.0554411
2018-02-13-3673	pfama1.00	73	0.174641	2729(84.9%)	2	0	0.990228	2701	2	0.00750188	0.04
2018-02-13-3673	pfama1.55	1	0.00239234	2729(84.9%)	2	1	0.00977194	28	2	0.00750188	0.04
2018-02-13-3677	pfama1.21	12	0.0287081	30575(78.6%)	1	0	1	30575	2	0.000754323	0.0680454
2018-02-13-3685	pfama1.33	7	0.0167464	42634(82.3%)	2	0	0.772894	32922	2	0.145064	0.146157
2018-02-13-3685	pfama1.34	7	0.0167464	42634(82.3%)	2	1	0.227106	9712	2	0.145064	0.146157
2018-02-14-3708	pfama1.08	31	0.0741627	112807(98.5%)	1	0	1	112807	2	0.000217018	0
2018-02-14-3709	pfama1.18	18	0.0430622	60132(94.3%)	1	0	1	60132	2	0.000569705	0.00117931
2018-02-14-3713	pfama1.25	10	0.0239234	76593(87%)	1	0	1	76593	2	0.00194616	0.00525121
2018-02-14-3714	pfama1.14	23	0.0550239	37571(76.3%)	1	0	1	37571	2	0.109391	0.00182802
2018-02-14-3724	pfama1.00	73	0.174641	2967(83.8%)	2	0	0.974629	2887	2	0.0121212	0.0154753
2018-02-14-3724	pfama1.13	25	0.0598086	2967(83.8%)	2	1	0.0253706	80	2	0.0121212	0.0154753
2018-02-14-3728	pfama1.05	34	0.0813397	60398(76.2%)	1	0	1	60398	3	0.0138649	0.0095446
2018-02-19-3746	pfama1.03	47	0.11244	46264(92%)	1	0	1	46264	2	0.00335201	0.00241808
2018-02-19-3747	pfama1.02	48	0.114833	38777(91.9%)	1	0	1	38777	2	0.00176621	0.00266073
2018-02-19-3758	pfama1.00	73	0.174641	4026(84.2%)	2	0	0.982475	3941	2	0.00638686	0.0236156
2018-02-19-3758	pfama1.13	25	0.0598086	4026(84.2%)	2	1	0.0175248	85	2	0.00638686	0.0236156
2018-02-19-3761	pfama1.07	32	0.076555	47255(96.6%)	1	0	1	47255	2	0.000891345	0.000528422
2018-02-19-3762	pfama1.00	73	0.174641	3078(12.9%)	1	0	1	3078	2	0.0306963	0.0417224
2018-02-19-3766	pfama1.04	35	0.0837321	52801(94.5%)	1	0	1	52801	2	0.000663311	0.00118922
2018-02-19-3774	pfama1.00	73	0.174641	2966(85.5%)	2	0	0.979444	2881	2	0.0292197	0.00356506
2018-02-19-3774	pfama1.10	29	0.069378	2966(85.5%)	2	1	0.0205557	85	2	0.0292197	0.00356506
2018-02-19-3777	pfama1.17	20	0.0478469	32344(64.4%)	1	0	1	32344	2	0.00179114	0.203249
2018-02-20-3786	pfama1.08	31	0.0741627	33179(74.9%)	3	0	0.430564	14241	2	0.238983	0.211518
2018-02-20-3786	pfama1.05	34	0.0813397	33179(74.9%)	3	1	0.412863	13709	2	0.238983	0.211518
2018-02-20-3786	pfama1.09	30	0.0717703	33179(74.9%)	3	2	0.156573	5229	2	0.238983	0.211518
2018-02-20-3787	pfama1.04	35	0.0837321	42575(93.4%)	1	0	1	42575	2	0.00184134	0.000960947
2018-02-20-3805	pfama1.02	48	0.114833	36111(89.6%)	1	0	1	36111	2	0.0048375	0.00359235
2018-02-21-3079	pfama1.15	22	0.0526316	80524(87.8%)	1	0	1	80524	2	0.00340069	0.00615379
2018-02-21-3093	pfama1.37	5	0.0119617	69124(88.9%)	2	0	0.992904	68631	2	0.0036823	0.00288639
2018-02-21-3093	pfama1.64	1	0.00239234	69124(88.9%)	2	1	0.00709631	493	2	0.0036823	0.00288639
2018-02-21-3095	pfama1.07	32	0.076555	42600(95.4%)	1	0	1	42600	2	0.000601045	0.000868169
2018-02-21-3096	pfama1.06	33	0.0789474	25644(59.6%)	4	0	0.626959	16050	2	0.267544	0.181467
2018-02-21-3096	pfama1.18	18	0.0430622	25644(59.6%)	4	1	0.25011	6493	2	0.267544	0.181467
2018-02-21-3096	pfama1.11	27	0.0645933	25644(59.6%)	4	2	0.0952353	2408	2	0.267544	0.181467
2018-02-21-3096	pfama1.16	22	0.0526316	25644(59.6%)	4	3	0.0276962	693	2	0.267544	0.181467
2018-02-21-3315	pfama1.21	12	0.0287081	48992(85%)	4	0	0.829098	40620	2	0.102775	0.0706118
2018-02-21-3315	pfama1.18	18	0.0430622	48992(85%)	4	1	0.0740352	3629	2	0.102775	0.0706118
2018-02-21-3315	pfama1.09	30	0.0717703	48992(85%)	4	2	0.0730382	3576	2	0.102775	0.0706118
2018-02-21-3315	pfama1.06	33	0.0789474	48992(85%)	4	3	0.023829	1167	2	0.102775	0.0706118
2018-02-21-3364	pfama1.20	14	0.0334928	58141(94.3%)	1	0	1	58141	2	0.00120828	0.000644538
2018-02-21-3505	pfama1.00	73	0.174641	3820(19.2%)	1	0	1	3820	2	0.0143764	0.0187249
2018-02-21-3510	pfama1.30	7	0.0167464	90831(86.1%)	1	0	1	90831	2	0.00384608	0.00510252
2018-02-21-3816	pfama1.01	58	0.138756	45401(96.5%)	1	0	1	45401	2	0	0.000188386
2018-02-21-3818	pfama1.12	25	0.0598086	71950(96.3%)	1	0	1	71950	2	0.000245653	0.0011554
2018-02-26-3164	pfama1.01	58	0.138756	55876(95.1%)	2	0	0.561032	31695	2	0.00686351	0.000607481
2018-02-26-3164	pfama1.16	22	0.0526316	55876(95.1%)	2	1	0.438968	24181	2	0.00686351	0.000607481
2018-02-27-3285	pfama1.14	23	0.0550239	72546(93.5%)	3	0	0.452492	32857	2	0.0465059	0.0499428
2018-02-27-3285	pfama1.35	6	0.0143541	72546(93.5%)	3	1	0.449649	32573	2	0.0465059	0.0499428
2018-02-27-3285	pfama1.06	33	0.0789474	72546(93.5%)	3	2	0.0978592	7116	2	0.0465059	0.0499428
2018-02-27-3523	pfama1.05	34	0.0813397	75555(88%)	1	0	1	75555	2	0.00339767	0.00437331
2018-02-27-3525	pfama1.17	20	0.0478469	81110(84.3%)	1	0	1	81110	2	0.00389135	0.008985
2018-02-27-3527	pfama1.00	73	0.174641	3011(16.2%)	1	0	1	3011	2	0.00773196	0.00821114
2018-02-28-3535	pfama1.00	73	0.174641	1848(71.7%)	2	0	0.974947	1808	2	0.0187705	0.0269058
2018-02-28-3535	pfama1.10	29	0.069378	1848(71.7%)	2	1	0.025053	40	2	0.0187705	0.0269058
2018-03-05-3541	pfama1.00	73	0.174641	8355(88.5%)	2	0	0.973276	8139	2	0.0105964	0.0113299
2018-03-05-3541	pfama1.13	25	0.0598086	8355(88.5%)	2	1	0.0267239	216	2	0.0105964	0.0113299
2018-03-05-3542	pfama1.38	5	0.0119617	69566(97.2%)	6	0	0.759373	52813	2	0.0154955	0.0100843
2018-03-05-3542	pfama1.27	9	0.0215311	69566(97.2%)	6	1	0.180897	12585	2	0.0154955	0.0100843
2018-03-05-3542	pfama1.17	20	0.0478469	69566(97.2%)	6	2	0.0286248	1987	2	0.0154955	0.0100843
2018-03-05-3542	pfama1.05	34	0.0813397	69566(97.2%)	6	3	0.0143033	1001	2	0.0154955	0.0100843
2018-03-05-3542	pfama1.06	33	0.0789474	69566(97.2%)	6	4	0.0109443	771	2	0.0154955	0.0100843
2018-03-05-3542	pfama1.19	15	0.0358852	69566(97.2%)	6	5	0.00585708	409	2	0.0154955	0.0100843
2018-03-05-3546	pfama1.00	73	0.174641	755(83.4%)	1	0	1	755	2	0.0318627	0.00804829
2018-03-06-3577	pfama1.01	58	0.138756	48176(93.7%)	1	0	1	48176	2	0.00273212	0.000428709
2018-03-06-3578	pfama1.11	27	0.0645933	40314(74%)	8	0	0.339369	13775	2	0.198475	0.22781
2018-03-06-3578	pfama1.39	5	0.0119617	40314(74%)	8	1	0.31507	12350	2	0.198475	0.22781
2018-03-06-3578	pfama1.15	22	0.0526316	40314(74%)	8	2	0.155367	6451	2	0.198475	0.22781
2018-03-06-3578	pfama1.25	10	0.0239234	40314(74%)	8	3	0.0580167	2256	2	0.198475	0.22781
2018-03-06-3578	pfama1.16	22	0.0526316	40314(74%)	8	4	0.0430932	1787	2	0.198475	0.22781
2018-03-06-3578	pfama1.14	23	0.0550239	40314(74%)	8	5	0.0414614	1724	2	0.198475	0.22781
2018-03-06-3578	pfama1.23	11	0.0263158	40314(74%)	8	6	0.0290941	1218	2	0.198475	0.22781
2018-03-06-3578	pfama1.08	31	0.0741627	40314(74%)	8	7	0.0185281	753	2	0.198475	0.22781
2018-03-06-3595	pfama1.03	47	0.11244	76991(89.5%)	1	0	1	76991	2	0.00421139	0.00175435
2018-03-07-3642	pfama1.03	47	0.11244	512(65.5%)	1	0	1	512	2	0	0.00576923
2018-03-12-3122	pfama1.00	73	0.174641	50(89.3%)	1	0	1	50	1	0	
2018-03-12-3190	pfama1.02	48	0.114833	68993(85.7%)	1	0	1	68993	2	0.00409253	0.00539621
2018-03-12-3202	pfama1.28	8	0.0191388	568(85.9%)	1	0	1	568	4	0	0
2018-03-12-3659	pfama1.15	22	0.0526316	42202(81.1%)	1	0	1	42202	2	0.0180469	0.0699407
2018-03-13-3673	pfama1.00	73	0.174641	104(57.1%)	1	0	1	104	2	0	0
2018-03-14-3728	pfama1.00	73	0.174641	1609(54.7%)	1	0	1	1609	2	0	0.0109971
2018-03-19-3746	pfama1.03	47	0.11244	61895(73.5%)	1	0	1	61895	3	0.00292022	0.0108749
2018-03-19-3747	pfama1.02	48	0.114833	73592(88.1%)	1	0	1	73592	2	0.00320212	0.00624986
2018-03-19-3761	pfama1.07	32	0.076555	40005(91.6%)	1	0	1	40005	2	0.00221365	0.00230362
2018-03-19-3766	pfama1.04	35	0.0837321	40995(89.6%)	1	0	1	40995	2	0.00227398	0.0038296
2018-03-19-3777	pfama1.17	20	0.0478469	36690(68.8%)	3	0	0.814331	30248	2	0.120735	0.187997
2018-03-19-3777	pfama1.07	32	0.076555	36690(68.8%)	3	1	0.137489	4564	2	0.120735	0.187997
