date	cid	sampleName
28112017	3783	28112017-3783-PR2-009
28112017	3785	28112017-3785-PR2-009
28112017	3785	28112017-3785-PR2-009
28112017	3786	28112017-3786-PR2-007-1
28112017	3786	28112017-3786-PR2-007-1
28112017	3787	28112017-3787-PR2-009
28112017	3787	28112017-3787-PR2-009
28112017	3803	28112017-3803-PR2-009
28112017	3803	28112017-3803-PR2-009
28112017	3805	28112017-3805-PR2-006-2
28112017	3805	28112017-3805-PR2-006-2
28112017	3816	28112017-3816-PR2-007-2
28112017	3816	28112017-3816-PR2-007-2
28112017	3818	28112017-3818-PR2-007-1
28112017	3818	28112017-3818-PR2-007-1
28122017	3785	28122017-3785-PR2-007-2
28122017	3785	28122017-3785-PR2-007-2
28122017	3786	28122017-3786-PR2-006-2
28122017	3786	28122017-3786-PR2-006-2
28122017	3787	28122017-3787-PR2-007-2
28122017	3787	28122017-3787-PR2-007-2
28122017	3805	28122017-3805-PR2-007-2
28122017	3805	28122017-3805-PR2-007-2
28122017	3816	28122017-3816-PR2-007-1
28122017	3816	28122017-3816-PR2-007-1
28122017	3818	28122017-3818-PR2-007-1
28122017	3818	28122017-3818-PR2-007-1
29012018	3164	29012018-3164-PR2-007-2
29012018	3164	29012018-3164-PR2-007-2
29012018	3521	29012018-3521-PR2-009
29012018	3521	29012018-3521-PR2-009
29112017	3079	29112017-3079-PR2-008-1
29112017	3079	29112017-3079-PR2-008-1
29112017	3093	29112017-3093-PR2-008-1
29112017	3093	29112017-3093-PR2-008-1
29112017	3096	29112017-3096-PR2-007-1
29112017	3096	29112017-3096-PR2-007-1
29112017	3315	29112017-3315-PR2-006-2
29112017	3315	29112017-3315-PR2-006-2
29112017	3364	29112017-3364-PR2-007-1
29112017	3364	29112017-3364-PR2-007-1
29112017	3505	29112017-3505-PR2-009
29112017	3505	29112017-3505-PR2-009
29112017	3510	29112017-3510-PR2-009
29112017	3510	29112017-3510-PR2-009
29122017	3079	29122017-3079-PR2-007-2
29122017	3079	29122017-3079-PR2-007-2
29122017	3093	29122017-3093-PR2-008-1
29122017	3093	29122017-3093-PR2-008-1
29122017	3095	29122017-3095-PR2-006-2
29122017	3095	29122017-3095-PR2-006-2
29122017	3096	29122017-3096-PR2-006-1
29122017	3096	29122017-3096-PR2-006-1
29122017	3315	29122017-3315-PR2-006-2
29122017	3315	29122017-3315-PR2-006-2
29122017	3364	29122017-3364-PR2-006-1
29122017	3364	29122017-3364-PR2-006-1
29122017	3504	29122017-3504-PR2-009
29122017	3504	29122017-3504-PR2-009
29122017	3508	29122017-3508-PR2-009
29122017	3510	29122017-3510-PR2-008-1
29122017	3510	29122017-3510-PR2-008-1
30012018	3285	30012018-3285-PR2-006-2
30012018	3285	30012018-3285-PR2-006-2
30012018	3523	30012018-3523-PR2-008-1
30012018	3523	30012018-3523-PR2-008-1
30012018	3525	30012018-3525-PR2-008-1
30012018	3525	30012018-3525-PR2-008-1
30012018	3527	30012018-3527-PR2-009
30012018	3527	30012018-3527-PR2-009
30012018	3677	30012018-3677-PR2-007-2
30012018	3677	30012018-3677-PR2-007-2
30102017	3746	30102017-3746-PR2-007-2
30102017	3746	30102017-3746-PR2-007-2
30102017	3747	30102017-3747-PR2-008-1
30102017	3747	30102017-3747-PR2-008-1
30102017	3758	30102017-3758-PR2-009
30102017	3758	30102017-3758-PR2-009
30102017	3761	30102017-3761-PR2-006-1
30102017	3761	30102017-3761-PR2-006-1
30102017	3762	30102017-3762-PR2-009
30102017	3762	30102017-3762-PR2-009
30102017	3766	30102017-3766-PR2-007-1
30102017	3766	30102017-3766-PR2-007-1
30102017	3773	30102017-3773-PR2-006-1
30102017	3773	30102017-3773-PR2-006-1
30102017	3777	30102017-3777-PR2-008-1
30102017	3777	30102017-3777-PR2-008-1
31102017	3785	31102017-3785-PR2-009
31102017	3785	31102017-3785-PR2-009
31102017	3786	31102017-3786-PR2-006-2
31102017	3786	31102017-3786-PR2-006-2
31102017	3787	31102017-3787-PR2-009
31102017	3787	31102017-3787-PR2-009
31102017	3805	31102017-3805-PR2-007-1
31102017	3805	31102017-3805-PR2-007-1
31102017	3816	31102017-3816-PR2-006-2
31102017	3816	31102017-3816-PR2-006-2
31102017	3818	31102017-3818-PR2-006-1
31102017	3818	31102017-3818-PR2-006-1
