s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2017-10-25-3720	pfama1.001	107	0.5977649195464301	112486(97.9%)	3	2	0.08297090829709083	9369	2
2017-10-25-3728	pfama1.005	67	1	50928(89.9%)	1	0	1	50928	4
2017-10-30-3746	pfama1.010	50	0.3496508718475132	70041(89.5%)	2	0	0.8262120000000001	57854	2
2017-10-30-3746	pfama1.002	93	0.6503491281524869	70041(89.5%)	2	1	0.173788	12187	2
2017-10-30-3747	pfama1.001	107	1	51636(90.7%)	1	0	1	51636	2
2017-10-30-3761	pfama1.006	56	1	193315(98.7%)	1	0	1	193315	2
2017-10-30-3762	pfama1.007	52	1	15123(81.7%)	1	0	1	14228	1
2017-10-30-3766	pfama1.003	69	1	39266(94.7%)	1	0	1	39266	2
2017-10-30-3773	pfama1.003	69	0.5806453373569381	146600(81.7%)	2	0	0.723303	106351	2
2017-10-30-3773	pfama1.007	52	0.4193546626430619	146600(81.7%)	2	1	0.27669699999999997	40249	2
2017-10-30-3777	pfama1.006	56	1	39214(85%)	1	0	1	39214	2
2017-10-31-3785	pfama1.030	11	1	79561(89.7%)	1	0	1	79561	2
2017-10-31-3786	pfama1.003	69	0.2416109668935538	29499(98.3%)	4	0	0.7008177272969114	20173	2
2017-10-31-3786	pfama1.001	107	0.35906008005020734	29499(98.3%)	4	1	0.17393940307250266	4991	2
2017-10-31-3786	pfama1.007	52	0.17449668324853135	29499(98.3%)	4	2	0.080576283130247	2317	2
2017-10-31-3786	pfama1.005	67	0.22483226980770737	29499(98.3%)	4	3	0.044666586500338966	1295	2
2017-10-31-3787	pfama1.003	69	1	75820(89.4%)	1	0	1	75820	2
2017-10-31-3805	pfama1.001	107	1	37907(96.7%)	1	0	1	37907	2
2017-10-31-3816	pfama1.000	124	1	13100(98%)	1	0	1	13100	2
2017-10-31-3818	pfama1.008	50	1	45025(98.6%)	1	0	1	45025	2
2017-11-01-3079	pfama1.014	39	1	59388(96.3%)	1	0	1	59388	2
2017-11-01-3093	pfama1.036	7	1	61649(86.5%)	1	0	1	61649	3
2017-11-01-3096	pfama1.011	49	0.23671503200540567	9069(98.8%)	5	0	0.5082147967140813	4609	1
2017-11-01-3096	pfama1.020	22	0.10628010724172256	9069(98.8%)	5	1	0.4136068345572661	3751	1
2017-11-01-3096	pfama1.013	40	0.1932367237508446	9069(98.8%)	5	2	0.030984687606124953	281	1
2017-11-01-3096	pfama1.010	50	0.24154599550979775	9069(98.8%)	5	3	0.029220388311844675	265	1
2017-11-01-3096	pfama1.012	46	0.22222214149222932	9069(98.8%)	5	4	0.017973292810682877	163	1
2017-11-01-3364	pfama1.018	23	1	73308(93.6%)	1	0	1	73308	2
2017-11-01-3505	pfama1.037	7	1	5757(87.4%)	1	0	1	5757	4
2017-11-01-3510	pfama1.029	12	1	33953(88.7%)	1	0	1	33953	2
2017-11-01-3773	pfama1.007	52	0.4193546626430619	128842(80.3%)	2	0	0.504687	65042	2
2017-11-01-3773	pfama1.003	69	0.5806453373569381	128842(80.3%)	2	1	0.495313	63800	2
2017-11-06-3001	pfama1.003	69	1	18724(84.8%)	1	0	1	18724	2
2017-11-06-3162	pfama1.048	2	1	15071(86.2%)	1	0	1	15071	2
2017-11-06-3163	pfama1.002	93	1	77350(98.3%)	1	0	1	77350	2
2017-11-06-3164	pfama1.012	46	1	83274(99.4%)	1	0	1	78996	2
2017-11-07-3284	pfama1.011	49	0.7205879750867011	35375(97%)	2	0	0.9324236270305493	32305	2
2017-11-07-3284	pfama1.023	19	0.2794120249132989	35375(97%)	2	1	0.06757637296945081	3070	2
2017-11-07-3523	pfama1.005	67	1	30387(97.3%)	1	0	1	30387	2
2017-11-07-3527	pfama1.002	93	1	657(83.7%)	1	0	1	657	4
2017-11-08-3336	pfama1.004	69	1	18775(96%)	1	0	1	18775	4
2017-11-13-3541	pfama1.009	50	1	66959(93.8%)	1	0	1	66959	2
2017-11-13-3547	pfama1.006	56	1	31579(95%)	1	0	1	31579	2
2017-11-13-3557	pfama1.022	21	1	119407(99.5%)	1	0	1	119407	2
2017-11-13-3602	pfama1.000	124	0.3071249030898181	5055(96.2%)	7	0	0.34830906966181396	1745	2
2017-11-13-3602	pfama1.021	22	0.054054079022539336	5055(96.2%)	7	1	0.3160320632064127	1590	2
2017-11-13-3602	pfama1.022	21	0.051597050235134216	5055(96.2%)	7	2	0.1302120260424052	652	2
2017-11-13-3602	pfama1.006	56	0.13759231872714897	5055(96.2%)	7	3	0.12983702596740518	680	2
2017-11-13-3602	pfama1.023	19	0.046683177427115044	5055(96.2%)	7	4	0.03320240664048133	173	2
2017-11-13-3602	pfama1.002	93	0.2285010904936008	5055(96.2%)	7	5	0.02223520444704089	112	2
2017-11-13-3602	pfama1.004	69	0.17444738100464352	5055(96.2%)	7	6	0.020172204034440807	103	2
2017-11-13-3604	pfama1.012	46	0.2266011129608597	4366(52.8%)	3	0	0.512869	1864	2
2017-11-13-3604	pfama1.008	50	0.24630575084109227	4366(52.8%)	3	1	0.34066700000000005	1806	2
2017-11-13-3604	pfama1.001	107	0.5270931361980481	4366(52.8%)	3	2	0.14646400000000004	696	2
2017-11-14-3578	pfama1.022	21	0.07070697351973139	4084(95%)	8	0	0.333149	1353	2
2017-11-14-3578	pfama1.014	39	0.13131309550726944	4084(95%)	8	1	0.207364	860	2
2017-11-14-3578	pfama1.010	50	0.1683502263215637	4084(95%)	8	2	0.194251	792	2
2017-11-14-3578	pfama1.031	11	0.03703713081429428	4084(95%)	8	3	0.111269	447	2
2017-11-14-3578	pfama1.017	24	0.08080807825051926	4084(95%)	8	4	0.07349839999999999	299	2
2017-11-14-3578	pfama1.012	46	0.15488208668051326	4084(95%)	8	5	0.049620599999999994	205	2
2017-11-14-3578	pfama1.009	50	0.1683502263215637	4084(95%)	8	6	0.019555799999999998	80	2
2017-11-14-3578	pfama1.006	56	0.18855218258454493	4084(95%)	8	7	0.0112922	48	2
2017-11-14-3579	pfama1.034	9	1	9454(97.4%)	1	0	1	9454	2
2017-11-14-3580	pfama1.006	56	1	68325(90.9%)	1	0	1	68325	2
2017-11-14-3612	pfama1.010	50	0.28571489959280205	35002(68.3%)	2	0	0.5403479999999999	18924	2
2017-11-14-3612	pfama1.000	124	0.714285100407198	35002(68.3%)	2	1	0.45965200000000006	16078	2
2017-11-14-3614	pfama1.002	93	1	1273(93.4%)	1	0	1	1273	2
2017-11-14-3615	pfama1.004	69	1	1621(94.9%)	1	0	1	1621	2
2017-11-14-3616	pfama1.002	93	1	20759(99.2%)	1	0	1	20759	2
2017-11-14-3617	pfama1.006	56	1	4649(97.1%)	1	0	1	4649	2
2017-11-15-3627	pfama1.011	49	1	49822(93%)	1	0	1	49822	2
2017-11-15-3630	pfama1.007	52	1	15786(99.1%)	1	0	1	15786	2
2017-11-15-3642	pfama1.002	93	1	20003(95.1%)	1	0	1	20003	2
