s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-02-07-3642	pfama1.002	93	0.12367	48796(88.6%)	1	0	1	48796	2
2018-02-12-3122	pfama1.001	107	0.142287	68160(88.6%)	1	0	1	68160	2
2018-02-12-3154	pfama1.000	125	0.166223	48387(86.1%)	1	0	1	48387	2
2018-02-12-3190	pfama1.001	107	0.142287	69643(95.9%)	1	0	1	69643	2
2018-02-12-3202	pfama1.025	18	0.0239362	41673(92.6%)	1	0	1	41673	2
2018-02-12-3205	pfama1.025	18	0.0239362	38151(83.9%)	3	0	0.836306	32079	2
2018-02-12-3205	pfama1.028	14	0.018617	38151(83.9%)	3	1	0.127423	4711	2
2018-02-12-3205	pfama1.000	125	0.166223	38151(83.9%)	3	2	0.0362713	1361	2
2018-02-12-3659	pfama1.016	27	0.0359043	52504(97.4%)	2	0	0.980667	51528	2
2018-02-12-3659	pfama1.019	23	0.0305851	52504(97.4%)	2	1	0.0193331	976	2
2018-02-12-3665	pfama1.002	93	0.12367	62413(94.5%)	1	0	1	62413	2
2018-02-13-3672	pfama1.003	72	0.0957447	67005(77.2%)	2	0	0.849632	55356	2
2018-02-13-3672	pfama1.027	17	0.0226064	67005(77.2%)	2	1	0.150368	11649	2
2018-02-13-3677	pfama1.024	18	0.0239362	30556(78.6%)	1	0	1	30556	2
2018-02-13-3685	pfama1.019	23	0.0305851	42634(82.3%)	2	0	0.77292	32921	2
2018-02-13-3685	pfama1.032	10	0.0132979	42634(82.3%)	2	1	0.22708	9713	2
2018-02-14-3708	pfama1.004	71	0.0944149	112770(98.5%)	1	0	1	112770	2
2018-02-14-3709	pfama1.013	40	0.0531915	60105(94.3%)	1	0	1	60105	2
2018-02-14-3713	pfama1.017	24	0.0319149	76608(87.1%)	1	0	1	76608	2
2018-02-14-3714	pfama1.009	50	0.0664894	37547(76.3%)	1	0	1	37547	2
2018-02-14-3728	pfama1.005	67	0.0890957	60386(76.2%)	1	0	1	60386	3
2018-02-19-3746	pfama1.002	93	0.12367	46260(92%)	1	0	1	46260	2
2018-02-19-3747	pfama1.001	107	0.142287	38777(91.9%)	1	0	1	38777	2
2018-02-19-3761	pfama1.006	56	0.0744681	47210(96.6%)	1	0	1	47210	2
2018-02-19-3762	pfama1.007	52	0.0691489	16200(80.9%)	9	0	0.808395	13096	1
2018-02-19-3762	pfama1.093	1	0.00132979	16200(80.9%)	9	1	0.0420988	682	1
2018-02-19-3762	pfama1.095	1	0.00132979	16200(80.9%)	9	2	0.0407407	660	1
2018-02-19-3762	pfama1.096	1	0.00132979	16200(80.9%)	9	3	0.0398148	645	1
2018-02-19-3762	pfama1.097	1	0.00132979	16200(80.9%)	9	4	0.0314815	510	1
2018-02-19-3762	pfama1.140	1	0.00132979	16200(80.9%)	9	5	0.0119136	193	1
2018-02-19-3762	pfama1.142	1	0.00132979	16200(80.9%)	9	6	0.0117901	191	1
2018-02-19-3762	pfama1.217	1	0.00132979	16200(80.9%)	9	7	0.00697531	113	1
2018-02-19-3762	pfama1.068	2	0.00265957	16200(80.9%)	9	8	0.00679012	110	1
2018-02-19-3766	pfama1.003	72	0.0957447	52801(94.5%)	1	0	1	52801	2
2018-02-19-3777	pfama1.015	37	0.0492021	32374(64.5%)	1	0	1	32374	2
2018-02-20-3786	pfama1.004	71	0.0944149	33164(74.9%)	3	0	0.4306	14236	2
2018-02-20-3786	pfama1.005	67	0.0890957	33164(74.9%)	3	1	0.412982	13707	2
2018-02-20-3786	pfama1.007	52	0.0691489	33164(74.9%)	3	2	0.156418	5221	2
2018-02-20-3787	pfama1.003	72	0.0957447	42571(93.4%)	1	0	1	42571	2
2018-02-20-3805	pfama1.001	107	0.142287	36110(89.6%)	1	0	1	36110	2
2018-02-21-3079	pfama1.014	39	0.0518617	80492(87.8%)	1	0	1	80492	2
2018-02-21-3093	pfama1.036	7	0.00930851	69112(88.9%)	2	0	0.993	68626	2
2018-02-21-3093	pfama1.216	1	0.00132979	69112(88.9%)	2	1	0.00700026	486	2
2018-02-21-3095	pfama1.006	56	0.0744681	42556(95.4%)	1	0	1	42556	2
2018-02-21-3096	pfama1.011	49	0.0651596	25625(59.6%)	4	0	0.626525	16027	2
2018-02-21-3096	pfama1.013	40	0.0531915	25625(59.6%)	4	1	0.250517	6498	2
2018-02-21-3096	pfama1.010	50	0.0664894	25625(59.6%)	4	2	0.0952498	2407	2
2018-02-21-3096	pfama1.012	46	0.0611702	25625(59.6%)	4	3	0.0277078	693	2
2018-02-21-3315	pfama1.024	18	0.0239362	48981(85%)	4	0	0.829082	40610	2
2018-02-21-3315	pfama1.013	40	0.0531915	48981(85%)	4	1	0.0740368	3628	2
2018-02-21-3315	pfama1.007	52	0.0691489	48981(85%)	4	2	0.073048	3576	2
2018-02-21-3315	pfama1.011	49	0.0651596	48981(85%)	4	3	0.0238331	1167	2
2018-02-21-3364	pfama1.018	23	0.0305851	58094(94.3%)	1	0	1	58094	2
2018-02-21-3505	pfama1.037	7	0.00930851	12382(80.5%)	5	0	0.932886	11551	1
2018-02-21-3505	pfama1.104	1	0.00132979	12382(80.5%)	5	1	0.027863	345	1
2018-02-21-3505	pfama1.111	1	0.00132979	12382(80.5%)	5	2	0.0213213	264	1
2018-02-21-3505	pfama1.164	1	0.00132979	12382(80.5%)	5	3	0.00920691	114	1
2018-02-21-3505	pfama1.171	1	0.00132979	12382(80.5%)	5	4	0.00872234	108	1
2018-02-21-3510	pfama1.029	12	0.0159574	90807(86.1%)	1	0	1	90807	2
2018-02-21-3816	pfama1.000	125	0.166223	45411(96.6%)	1	0	1	45411	2
