s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-05-15-3787	pfama1.003	80	1.0	78414(87.3%)	1	0	1.0	77940	2
2018-05-15-3805	pfama1.001	129	1.0	55241(84.3%)	1	0	1.0	55241	2
2018-05-15-3808	pfama1.000	141	0.5590550374790076	45581(87%)	4	0	0.6741312022393606	30731	2
2018-05-15-3808	pfama1.014	39	0.1535434387842875	45581(87%)	4	1	0.25628907688672303	11760	2
2018-05-15-3808	pfama1.010	56	0.22047248126049615	45581(87%)	4	2	0.036410710923213276	1609	2
2018-05-15-3808	pfama1.025	17	0.06692904247620869	45581(87%)	4	3	0.03316900995070298	1481	2
2018-05-15-3816	pfama1.000	141	1.0	43431(89.8%)	1	0	1.0	42767	2
2018-05-15-3818	pfama1.008	60	1.0	70914(83.3%)	1	0	1.0	70914	2
2018-05-16-3095	pfama1.006	63	1.0	34511(89.5%)	1	0	1.0	34310	1
2018-05-16-3096	pfama1.009	58	1.0	43267(92.3%)	1	0	1.0	43267	2
2018-05-16-3315	pfama1.024	18	0.3157889933514745	45767(87.2%)	2	0	0.9419480941948094	43054	2
2018-05-16-3315	pfama1.014	39	0.6842110066485256	45767(87.2%)	2	1	0.05805190580519058	2713	2
2018-05-16-3364	pfama1.020	26	1.0	53301(87.6%)	1	0	1.0	53301	2
2018-05-16-3505	pfama1.036	7	1.0	44938(64.5%)	1	0	1.0	44938	2
2018-05-16-3506	pfama1.010	56	1.0	35083(62.7%)	1	0	1.0	35083	2
2018-05-16-3510	pfama1.026	15	0.2238803073064874	34644(66.7%)	2	0	0.518523	18044	2
2018-05-16-3510	pfama1.012	52	0.7761196926935127	34644(66.7%)	2	1	0.48147700000000004	16600	2
2018-05-21-3164	pfama1.000	141	1.0	41165(90.1%)	1	0	1.0	41165	2
2018-05-21-3808	pfama1.000	141	0.5590550374790076	15369(71.6%)	4	0	0.45384786384564085	6978	2
2018-05-21-3808	pfama1.025	17	0.06692904247620869	15369(71.6%)	4	1	0.30268190919542726	4650	2
2018-05-21-3808	pfama1.014	39	0.1535434387842875	15369(71.6%)	4	2	0.17517494744751577	2692	2
2018-05-21-3808	pfama1.010	56	0.22047248126049615	15369(71.6%)	4	3	0.06829527951141616	1049	2
2018-05-22-3285	pfama1.019	27	0.06818196248294187	28486(68.2%)	6	0	0.4183368744989376	11936	2
2018-05-22-3285	pfama1.030	13	0.03282824689122137	28486(68.2%)	6	1	0.20640093807971857	5894	2
2018-05-22-3285	pfama1.009	58	0.14646470506970055	28486(68.2%)	6	2	0.15516495345051393	4374	2
2018-05-22-3285	pfama1.001	129	0.3257580949098943	28486(68.2%)	6	3	0.09058197282540814	2593	2
2018-05-22-3285	pfama1.002	113	0.2853527850982678	28486(68.2%)	6	4	0.08566007430197771	2428	2
2018-05-22-3285	pfama1.010	56	0.14141420554797415	28486(68.2%)	6	5	0.04385518684344394	1261	2
2018-05-22-3393	pfama1.003	80	1.0	42083(90.3%)	1	0	1.0	42083	2
2018-05-22-3527	pfama1.002	113	1.0	54247(88.2%)	1	0	1.0	54247	2
2018-05-23-3525	pfama1.015	31	1.0	29603(88.2%)	1	0	1.0	29126	1
2018-05-28-3393	pfama1.003	80	1.0	56711(98.3%)	1	0	1.0	56711	2
2018-05-28-3541	pfama1.010	56	1.0	52192(85.4%)	1	0	1.0	52192	2
2018-05-28-3542	pfama1.025	17	0.35416602695287314	38547(87.9%)	2	0	0.9780880978088098	37716	2
2018-05-28-3542	pfama1.015	31	0.6458339730471269	38547(87.9%)	2	1	0.02191190219119022	831	2
2018-05-28-3546	pfama1.008	60	1.0	40190(86.2%)	1	0	1.0	38970	1
2018-05-28-3570	pfama1.000	141	1.0	38902(90.8%)	1	0	1.0	38902	2
2018-05-28-3614	pfama1.002	113	1.0	58162(78.1%)	1	0	1.0	58162	2
2018-05-28-3616	pfama1.002	113	1.0	58365(88.3%)	1	0	1.0	58365	2
2018-05-29-3575	pfama1.000	141	1.0	19584(81.9%)	1	0	1.0	19584	2
2018-05-29-3577	pfama1.000	141	1.0	36996(86.6%)	1	0	1.0	35336	1
2018-05-29-3578	pfama1.007	61	0.1140187754944615	15858(69.9%)	9	0	0.31561406312281265	5005	1
2018-05-29-3578	pfama1.004	80	0.1532710292490175	15858(69.9%)	9	1	0.21087104217420846	3344	1
2018-05-29-3578	pfama1.000	141	0.2654203256906061	15858(69.9%)	9	2	0.1371550274310055	2175	1
2018-05-29-3578	pfama1.012	52	0.09719621897213333	15858(69.9%)	9	3	0.11464202292840461	1818	1
2018-05-29-3578	pfama1.010	56	0.10467283873490589	15858(69.9%)	9	4	0.07289701457940292	1156	1
2018-05-29-3578	pfama1.022	23	0.042990725692032175	15858(69.9%)	9	5	0.04672720934544187	741	1
2018-05-29-3578	pfama1.017	28	0.05233650039549789	15858(69.9%)	9	6	0.04464620892924179	708	1
2018-05-29-3578	pfama1.008	60	0.11214962055376834	15858(69.9%)	9	7	0.043511208702241747	690	1
2018-05-29-3578	pfama1.016	31	0.057943965217577324	15858(69.9%)	9	8	0.01393620278724056	221	1
2018-05-29-3580	pfama1.006	63	1.0	34475(86%)	1	0	1.0	34136	1
2018-05-29-3602	pfama1.022	23	0.13939424511313833	78192(89.6%)	2	0	0.9905567613078952	76906	2
2018-05-29-3602	pfama1.000	141	0.8606057548868616	78192(89.6%)	2	1	0.009443238692104833	741	2
2018-05-29-3604	pfama1.008	60	0.07692317952669327	28843(61.9%)	11	0	0.3064687241781483	8825	2
2018-05-29-3604	pfama1.021	25	0.03205134332844182	28843(61.9%)	11	1	0.2027998174801643	5807	2
2018-05-29-3604	pfama1.034	9	0.011538443582828675	28843(61.9%)	11	2	0.10085990922608172	2906	2
2018-05-29-3604	pfama1.001	129	0.16538480263621524	28843(61.9%)	11	3	0.08226332596300663	2398	2
2018-05-29-3604	pfama1.005	63	0.08076932738763616	28843(61.9%)	11	4	0.06405094235415189	1879	2
2018-05-29-3604	pfama1.009	58	0.07435896979881364	28843(61.9%)	11	5	0.06151924463267984	1752	2
2018-05-29-3604	pfama1.002	113	0.1448713471210135	28843(61.9%)	11	6	0.05575914981676518	1604	2
2018-05-29-3604	pfama1.000	141	0.1820512210591323	28843(61.9%)	11	7	0.04638475825371758	1347	2
2018-05-29-3604	pfama1.004	80	0.10512826384027447	28843(61.9%)	11	8	0.04350766084310524	1270	2
2018-05-29-3604	pfama1.012	52	0.06666667407692785	28843(61.9%)	11	9	0.021090581018477085	619	2
2018-05-29-3604	pfama1.013	47	0.06025642764202303	28843(61.9%)	11	10	0.015295886233702392	436	2
2018-05-30-3642	pfama1.002	113	1.0	62694(84.9%)	1	0	1.0	62694	2
2018-06-04-3122	pfama1.004	80	0.7256635810165383	37946(61%)	2	0	0.646181	25132	2
2018-06-04-3122	pfama1.016	31	0.27433641898346184	37946(61%)	2	1	0.353819	12814	2
2018-06-04-3190	pfama1.001	129	1.0	64653(87.2%)	1	0	1.0	64653	2
2018-06-04-3202	pfama1.047	3	1.0	212(92.2%)	1	0	1.0	212	1
2018-06-04-3205	pfama1.000	141	0.797752617440838	43794(70%)	3	0	0.608735	26615	2
2018-06-04-3205	pfama1.023	21	0.11797784277576587	43794(70%)	3	1	0.209238	9249	2
2018-06-04-3205	pfama1.027	15	0.08426953978339596	43794(70%)	3	2	0.182027	7930	2
2018-06-04-3659	pfama1.032	11	0.1718747671628891	47861(77.6%)	2	0	0.6366350000000001	30606	2
2018-06-04-3659	pfama1.011	53	0.8281252328371108	47861(77.6%)	2	1	0.363365	17255	2
2018-06-05-3672	pfama1.003	80	1.0	57116(87.5%)	1	0	1.0	56724	2
2018-06-05-3685	pfama1.004	80	0.8817206506417666	61639(87.9%)	2	0	0.9111820911182091	57199	2
2018-06-05-3685	pfama1.031	11	0.11827934935823334	61639(87.9%)	2	1	0.08881790888179089	4440	2
2018-06-06-3708	pfama1.004	80	1.0	50214(86.2%)	1	0	1.0	50214	2
2018-06-06-3713	pfama1.017	28	1.0	30314(84.4%)	1	0	1.0	29828	1
2018-06-06-3714	pfama1.010	56	1.0	45465(76.1%)	1	0	1.0	45465	2
2018-06-06-3728	pfama1.005	63	1.0	64254(84.1%)	1	0	1.0	63843	2
2018-06-07-3782	pfama1.012	52	0.1561562538891374	32970(89.7%)	5	0	0.7998495760797247	26362	2
2018-06-07-3782	pfama1.008	60	0.18018051325418022	32970(89.7%)	5	1	0.15289791896410299	5046	2
2018-06-07-3782	pfama1.002	113	0.3393384652155552	32970(89.7%)	5	2	0.024928786787743004	840	2
2018-06-07-3782	pfama1.003	80	0.2492495103917751	32970(89.7%)	5	3	0.013957292602634919	475	2
2018-06-07-3782	pfama1.021	25	0.07507525724935209	32970(89.7%)	5	4	0.00836642556579445	247	2
2018-06-11-3746	pfama1.002	113	1.0	59523(84.5%)	1	0	1.0	59523	2
2018-06-11-3747	pfama1.001	129	1.0	72650(92.4%)	1	0	1.0	72650	2
2018-06-11-3766	pfama1.003	80	1.0	48135(90.8%)	1	0	1.0	48135	2
2018-06-11-3777	pfama1.015	31	1.0	48809(79.8%)	1	0	1.0	48809	2
2018-06-11-3782	pfama1.012	52	0.46428541017223107	54142(88.9%)	2	0	0.752765	39938	2
2018-06-11-3782	pfama1.008	60	0.5357145898277689	54142(88.9%)	2	1	0.24723499999999998	14204	2
2018-06-12-3785	pfama1.000	141	0.9102565100099704	42705(88.9%)	2	0	0.93038	39741	2
2018-06-12-3785	pfama1.028	14	0.0897434899900295	42705(88.9%)	2	1	0.06962000000000002	2964	2
2018-06-12-3786	pfama1.004	80	0.2447760035197598	39880(80.2%)	4	0	0.42570595742940437	16945	2
2018-06-12-3786	pfama1.001	129	0.3850746654934134	39880(80.2%)	4	1	0.2784829721517028	11013	2
2018-06-12-3786	pfama1.005	63	0.18805973239473067	39880(80.2%)	4	2	0.20944097905590212	8451	2
2018-06-12-3786	pfama1.007	61	0.18208959859209609	39880(80.2%)	4	3	0.08637009136299088	3471	2
2018-06-12-3787	pfama1.003	80	1.0	59458(87.7%)	1	0	1.0	59458	2
2018-06-12-3805	pfama1.001	129	1.0	59386(89.2%)	1	0	1.0	59386	2
2018-06-12-3816	pfama1.000	141	1.0	59935(82.1%)	1	0	1.0	59935	2
2018-06-13-3079	pfama1.001	129	1.0	50154(93.5%)	1	0	1.0	49828	2
2018-06-13-3081	pfama1.001	129	1.0	3864(94%)	1	0	1.0	3864	2
2018-06-13-3095	pfama1.006	63	1.0	39080(89.9%)	1	0	1.0	39080	2
2018-06-13-3096	pfama1.018	27	0.1398965080565859	43431(87%)	4	0	0.5766472883236441	25041	2
2018-06-13-3096	pfama1.007	61	0.31606236469971477	43431(87%)	4	1	0.21510210755105372	9305	2
2018-06-13-3096	pfama1.009	58	0.30051790893984776	43431(87%)	4	2	0.14786307393153697	6466	2
2018-06-13-3096	pfama1.013	47	0.2435232183038516	43431(87%)	4	3	0.06038753019376508	2619	2
2018-06-13-3313	pfama1.018	27	1.0	36742(89.7%)	1	0	1.0	36742	2
2018-06-13-3315	pfama1.013	47	0.5465115341265376	41351(75.6%)	2	0	0.600421	25036	2
2018-06-13-3315	pfama1.014	39	0.4534884658734623	41351(75.6%)	2	1	0.399579	16315	2
2018-06-13-3364	pfama1.020	26	1.0	63588(91.4%)	1	0	1.0	63588	2
2018-06-13-3467	pfama1.000	141	1.0	35(85.4%)	1	0	1.0	35	1
2018-06-13-3506	pfama1.010	56	1.0	30845(85.9%)	1	0	1.0	30071	1
2018-06-13-3510	pfama1.012	52	0.7761196926935127	52206(78.8%)	2	0	0.738867	38395	2
2018-06-13-3510	pfama1.026	15	0.2238803073064874	52206(78.8%)	2	1	0.261133	13811	2
2018-06-18-3164	pfama1.012	52	0.26804132465200425	87227(94.3%)	2	0	0.560078	48532	2
2018-06-18-3164	pfama1.000	141	0.7319586753479957	87227(94.3%)	2	1	0.43992200000000004	38695	2
2018-06-19-3046	pfama1.003	80	1.0	41876(59.8%)	1	0	1.0	41876	2
2018-06-19-3285	pfama1.001	129	0.5330589023477105	81(100%)	2	0	0.82716	67	1
2018-06-19-3285	pfama1.002	113	0.46694109765228947	81(100%)	2	1	0.17284000000000002	14	1
2018-06-19-3393	pfama1.024	18	1.0	26395(87.1%)	1	0	1.0	26201	1
2018-06-19-3527	pfama1.002	113	1.0	34780(88.8%)	1	0	1.0	34780	1
2018-06-20-3555	pfama1.007	61	0.5350880195059774	66141(76.9%)	2	0	0.819621	54094	2
2018-06-20-3555	pfama1.011	53	0.46491198049402266	66141(76.9%)	2	1	0.180379	12047	2
2018-06-20-3626	pfama1.004	80	1.0	47270(93.5%)	1	0	1.0	47270	2
2018-06-25-3541	pfama1.010	56	1.0	55551(84.7%)	1	0	1.0	55551	2
2018-06-25-3542	pfama1.025	17	0.35416602695287314	47241(67.3%)	2	0	0.725154	34502	2
2018-06-25-3542	pfama1.015	31	0.6458339730471269	47241(67.3%)	2	1	0.274846	12739	2
2018-06-25-3555	pfama1.007	61	1.0	62864(79.4%)	1	0	1.0	62304	2
2018-06-25-3570	pfama1.000	141	1.0	5382(98.6%)	1	0	1.0	5382	2
2018-06-25-3685	pfama1.004	80	1.0	37696(97.7%)	1	0	1.0	37696	2
2018-06-26-3575	pfama1.000	141	1.0	64368(85.4%)	1	0	1.0	63924	2
2018-06-26-3578	pfama1.011	53	0.11963878774973716	33774(72.9%)	8	0	0.6252492500997001	21112	2
2018-06-26-3578	pfama1.008	60	0.13544030693764564	33774(72.9%)	8	1	0.09908353963341587	3360	2
2018-06-26-3578	pfama1.017	28	0.06320548961830853	33774(72.9%)	8	2	0.09397263758905507	3194	2
2018-06-26-3578	pfama1.000	141	0.3205415248087315	33774(72.9%)	8	3	0.05642442256976903	1892	2
2018-06-26-3578	pfama1.012	52	0.11738145582448001	33774(72.9%)	8	4	0.04318151727260691	1437	2
2018-06-26-3578	pfama1.016	31	0.06997748539407998	33774(72.9%)	8	5	0.04025261610104645	1366	2
2018-06-26-3578	pfama1.006	63	0.14221230271341706	33774(72.9%)	8	6	0.02106610842644337	715	2
2018-06-26-3578	pfama1.029	14	0.03160264695360003	33774(72.9%)	8	7	0.020769908307963325	698	2
2018-06-26-3579	pfama1.033	9	1.0	70623(92.5%)	1	0	1.0	70623	2
2018-06-26-3597	pfama1.013	47	1.0	41301(90.8%)	1	0	1.0	41301	2
2018-06-26-3602	pfama1.000	141	0.8502991151921859	34140(88.7%)	2	0	0.9805059019494098	33514	2
2018-06-26-3602	pfama1.021	25	0.14970088480781402	34140(88.7%)	2	1	0.01949409805059019	626	2
2018-06-26-3604	pfama1.002	113	0.15167740601215052	11224(82.7%)	12	0	0.24703892588832221	2782	2
2018-06-26-3604	pfama1.000	141	0.19060399119867452	11224(82.7%)	12	1	0.1986579404026179	2235	2
2018-06-26-3604	pfama1.031	11	0.014765079879682648	11224(82.7%)	12	2	0.1569819529054141	1758	2
2018-06-26-3604	pfama1.012	52	0.06979867580715815	11224(82.7%)	12	3	0.1343459596962121	1514	2
2018-06-26-3604	pfama1.041	5	0.006711411582903403	11224(82.7%)	12	4	0.06753477973956609	753	2
2018-06-26-3604	pfama1.005	63	0.08456387206277187	11224(82.7%)	12	5	0.03784058864782341	419	2
2018-06-26-3604	pfama1.009	58	0.0778523557415305	11224(82.7%)	12	6	0.0354966893509932	395	2
2018-06-26-3604	pfama1.021	25	0.033557116102482555	11224(82.7%)	12	7	0.03525258942422318	389	2
2018-06-26-3604	pfama1.010	56	0.07516779576340638	11224(82.7%)	12	8	0.02683569194929242	300	2
2018-06-26-3604	pfama1.001	129	0.17315458409272994	11224(82.7%)	12	9	0.026297492110752368	299	2
2018-06-26-3604	pfama1.004	80	0.110067191854951	11224(82.7%)	12	10	0.02133619359914192	240	2
2018-06-26-3604	pfama1.034	9	0.01208051990155853	11224(82.7%)	12	11	0.012381196285641117	140	2
2018-06-26-3614	pfama1.002	113	0.9576269860157541	71410(88.9%)	2	0	0.9176331835266367	65548	2
2018-06-26-3614	pfama1.040	5	0.04237301398424597	71410(88.9%)	2	1	0.0823668164733633	5862	2
2018-06-26-3616	pfama1.002	113	1.0	52702(87.6%)	1	0	1.0	52702	2
